date,days,cloud_cover,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2005-05-21,1968,5,0.77,1.0082,2.13,0.24,6.1,13.0,9.1,16.8,HEATHROW,2005,5
2005-05-22,1969,5,0.66,1.0062,2.35,0.0,7.5,13.2,9.8,16.5,HEATHROW,2005,5
2005-05-23,1970,4,0.63,1.0147,2.91,0.02,11.5,12.6,7.3,17.8,HEATHROW,2005,5
2005-05-24,1971,6,0.79,1.0169,1.98,0.02,5.1,14.4,10.1,18.7,HEATHROW,2005,5
2005-05-25,1972,7,0.72,1.0208,1.63,0.0,3.1,16.4,10.7,22.2,HEATHROW,2005,5
2005-05-26,1973,7,0.68,1.016,2.14,0.0,6.0,19.2,14.1,24.4,HEATHROW,2005,5
2005-05-27,1974,2,0.62,1.0112,3.21,0.0,13.7,22.2,13.6,30.7,HEATHROW,2005,5
2005-05-28,1975,3,0.58,1.0146,2.99,0.0,11.9,17.9,14.9,20.9,HEATHROW,2005,5
2005-05-29,1976,7,0.65,1.0203,1.47,0.0,2.2,13.0,8.7,17.2,HEATHROW,2005,5
2005-05-30,1977,4,0.58,1.022,2.87,0.02,10.9,14.2,9.9,18.6,HEATHROW,2005,5
2005-05-31,1978,5,0.58,1.0255,3.13,0.0,12.9,14.3,8.3,20.3,HEATHROW,2005,5
2005-06-01,1979,7,0.83,1.0213,0.87,0.14,0.1,13.6,10.6,16.7,HEATHROW,2005,6
2005-06-02,1980,7,0.8,1.015,1.01,0.0,0.4,16.6,13.6,19.5,HEATHROW,2005,6
2005-06-03,1981,6,0.76,1.0086,2.29,1.12,6.7,17.3,12.3,22.3,HEATHROW,2005,6
2005-06-04,1982,7,0.66,1.0123,2.31,0.0,6.8,15.9,11.7,20.1,HEATHROW,2005,6
2005-06-05,1983,7,0.72,1.0173,1.31,0.0,1.4,15.2,11.7,18.7,HEATHROW,2005,6
2005-06-06,1984,6,0.71,1.024,1.21,0.0,1.0,15.0,13.0,16.9,HEATHROW,2005,6
2005-06-07,1985,4,0.59,1.036,3.37,0.0,14.6,12.0,5.8,18.2,HEATHROW,2005,6
2005-06-08,1986,5,0.5,1.0368,3.45,0.0,15.3,14.3,7.2,21.4,HEATHROW,2005,6
2005-06-09,1987,4,0.52,1.0313,2.62,0.0,8.8,16.1,9.3,22.9,HEATHROW,2005,6
2005-06-10,1988,6,0.68,1.0245,1.86,0.0,4.0,17.2,14.6,19.7,HEATHROW,2005,6
2005-06-11,1989,6,0.67,1.0189,2.3,0.02,6.6,12.4,7.0,17.7,HEATHROW,2005,6
2005-06-12,1990,6,0.66,1.0102,1.83,0.0,3.8,15.4,11.1,19.7,HEATHROW,2005,6
2005-06-13,1991,2,0.6,1.0078,3.18,0.0,13.0,12.9,5.9,19.9,HEATHROW,2005,6
2005-06-14,1992,4,0.65,1.0105,2.33,0.2,6.8,14.5,8.3,20.7,HEATHROW,2005,6
2005-06-15,1993,6,0.75,1.0134,2.14,0.08,5.6,16.5,11.5,21.5,HEATHROW,2005,6
2005-06-16,1994,7,0.81,1.02,1.3,0.04,1.3,16.9,13.3,20.5,HEATHROW,2005,6
2005-06-17,1995,5,0.74,1.0265,2.35,0.0,6.9,21.9,15.1,26.4,HEATHROW,2005,6
2005-06-18,1996,1,0.66,1.0247,3.36,0.0,14.4,23.2,16.4,29.9,HEATHROW,2005,6
2005-06-19,1997,3,0.53,1.0169,3.44,0.0,15.0,25.2,17.9,32.6,HEATHROW,2005,6
2005-06-20,1998,6,0.6,1.0154,2.16,0.0,5.7,23.6,19.6,27.7,HEATHROW,2005,6
2005-06-21,1999,6,0.53,1.02,3.2,0.0,13.1,20.8,15.4,26.1,HEATHROW,2005,6
2005-06-22,2000,3,0.58,1.0218,3.45,0.0,15.1,21.6,14.6,28.7,HEATHROW,2005,6
2005-06-23,2001,4,0.47,1.0179,3.15,0.0,12.7,23.5,15.9,31.1,HEATHROW,2005,6
2005-06-24,2002,6,0.68,1.0144,2.08,0.78,5.2,21.6,18.0,25.3,HEATHROW,2005,6
2005-06-25,2003,7,0.83,1.0201,0.81,0.0,0.0,17.8,16.8,18.8,HEATHROW,2005,6
2005-06-26,2004,7,0.67,1.026,2.16,0.0,5.7,17.0,12.9,21.1,HEATHROW,2005,6
2005-06-27,2005,3,0.6,1.0226,3.4,0.0,14.8,19.2,12.1,26.2,HEATHROW,2005,6
2005-06-28,2006,5,0.55,1.0155,2.28,0.5,6.5,20.8,14.4,27.3,HEATHROW,2005,6
2005-06-29,2007,6,0.72,1.008,2.49,0.1,7.9,20.6,15.3,25.9,HEATHROW,2005,6
2005-06-30,2008,7,0.83,1.0071,0.89,0.28,0.1,17.4,15.1,19.6,HEATHROW,2005,6
2005-07-01,2009,6,0.77,1.0137,2.12,0.04,5.5,17.4,12.4,22.3,HEATHROW,2005,7
2005-07-02,2010,7,0.8,1.0178,1.06,0.0,0.5,19.2,16.3,22.2,HEATHROW,2005,7
2005-07-03,2011,6,0.78,1.0158,1.65,0.0,2.9,16.6,13.2,20.1,HEATHROW,2005,7
2005-07-04,2012,7,0.71,1.009,1.72,0.22,3.3,15.3,12.3,18.3,HEATHROW,2005,7
2005-07-05,2013,6,0.83,1.0098,1.74,0.16,3.4,13.8,10.1,17.6,HEATHROW,2005,7
2005-07-06,2014,6,0.68,1.0081,2.11,0.06,5.5,16.5,13.1,19.9,HEATHROW,2005,7
2005-07-07,2015,7,0.77,1.0139,1.23,0.04,1.1,16.3,12.4,20.2,HEATHROW,2005,7
2005-07-08,2016,6,0.71,1.0191,1.81,0.0,3.8,16.5,12.7,20.3,HEATHROW,2005,7
2005-07-09,2017,6,0.75,1.0239,2.1,0.0,5.5,18.5,14.2,22.8,HEATHROW,2005,7
2005-07-10,2018,4,0.61,1.0286,3.33,0.0,14.6,21.8,14.4,29.3,HEATHROW,2005,7
2005-07-11,2019,5,0.59,1.0313,2.9,0.0,11.2,23.0,18.4,27.7,HEATHROW,2005,7
2005-07-12,2020,3,0.61,1.0299,3.15,0.0,13.2,20.8,14.3,27.3,HEATHROW,2005,7
2005-07-13,2021,3,0.65,1.0246,2.95,0.0,11.6,22.1,14.2,30.0,HEATHROW,2005,7
2005-07-14,2022,3,0.54,1.0187,3.28,0.0,14.4,24.5,18.1,30.9,HEATHROW,2005,7
2005-07-15,2023,5,0.6,1.0146,2.76,0.0,10.3,22.4,16.6,28.2,HEATHROW,2005,7
2005-07-16,2024,4,0.53,1.0172,3.16,0.0,13.5,19.4,14.5,24.3,HEATHROW,2005,7
2005-07-17,2025,1,0.52,1.0152,3.3,0.0,14.7,21.8,14.6,29.0,HEATHROW,2005,7
2005-07-18,2026,4,0.66,1.0088,2.47,0.04,8.3,21.0,15.6,26.4,HEATHROW,2005,7
2005-07-19,2027,4,0.58,1.0157,2.48,0.0,8.4,18.5,13.2,23.8,HEATHROW,2005,7
2005-07-20,2028,3,0.54,1.0201,2.89,0.0,11.5,20.0,14.8,25.1,HEATHROW,2005,7
2005-07-21,2029,2,0.63,1.0207,3.0,0.0,12.5,17.4,11.6,23.2,HEATHROW,2005,7
2005-07-22,2030,5,0.72,1.0165,1.8,0.0,4.1,17.2,12.5,22.0,HEATHROW,2005,7
2005-07-23,2031,7,0.72,1.0093,1.06,0.38,0.7,19.3,16.2,22.4,HEATHROW,2005,7
2005-07-24,2032,7,0.84,1.0031,1.57,1.08,2.9,18.4,14.9,21.8,HEATHROW,2005,7
2005-07-25,2033,8,0.83,1.0039,0.88,0.04,0.2,16.8,15.5,18.1,HEATHROW,2005,7
2005-07-26,2034,7,0.63,1.0113,0.92,0.38,0.3,17.0,13.9,20.2,HEATHROW,2005,7
2005-07-27,2035,8,0.94,1.009,0.74,0.3,0.0,15.1,12.7,17.5,HEATHROW,2005,7
2005-07-28,2036,6,0.83,1.0077,2.02,0.02,5.7,20.3,13.3,25.3,HEATHROW,2005,7
2005-07-29,2037,5,0.66,1.0107,2.7,0.0,10.6,19.0,14.7,23.4,HEATHROW,2005,7
2005-07-30,2038,6,0.8,1.0115,1.38,0.92,2.1,17.2,12.9,21.5,HEATHROW,2005,7
2005-07-31,2039,7,0.77,1.0139,0.85,0.9,0.2,16.9,14.2,19.6,HEATHROW,2005,7
2005-08-01,2040,6,0.79,1.0182,1.38,0.0,2.2,17.8,13.9,21.8,HEATHROW,2005,8
2005-08-02,2041,2,0.72,1.021,2.74,0.02,11.3,18.6,12.3,24.9,HEATHROW,2005,8
2005-08-03,2042,5,0.59,1.0219,2.7,0.0,11.0,19.2,14.5,23.8,HEATHROW,2005,8
2005-08-04,2043,6,0.64,1.0251,2.48,0.68,9.4,17.6,12.4,22.9,HEATHROW,2005,8
2005-08-05,2044,7,0.73,1.0186,2.03,0.02,6.2,18.0,13.6,22.4,HEATHROW,2005,8
2005-08-06,2045,6,0.63,1.0208,1.39,0.0,2.4,15.8,10.9,20.6,HEATHROW,2005,8
2005-08-07,2046,3,0.57,1.019,2.85,0.0,12.7,16.0,10.5,21.6,HEATHROW,2005,8
2005-08-08,2047,2,0.57,1.0202,3.0,0.0,14.1,16.8,10.3,23.2,HEATHROW,2005,8
2005-08-09,2048,5,0.52,1.0166,2.84,0.0,12.8,18.7,11.7,25.7,HEATHROW,2005,8
2005-08-10,2049,3,0.67,1.0162,2.58,0.0,10.7,19.4,13.8,25.1,HEATHROW,2005,8
2005-08-11,2050,5,0.62,1.0152,2.3,0.0,8.6,20.2,14.0,26.4,HEATHROW,2005,8
2005-08-12,2051,6,0.66,1.0152,1.49,0.0,3.2,18.5,14.5,22.5,HEATHROW,2005,8
2005-08-13,2052,6,0.79,1.0156,1.49,0.68,3.2,17.2,12.3,22.2,HEATHROW,2005,8
2005-08-14,2053,5,0.78,1.0174,1.93,0.04,6.1,16.2,12.1,20.2,HEATHROW,2005,8
2005-08-15,2054,4,0.7,1.0247,2.51,0.0,10.7,17.6,11.3,23.8,HEATHROW,2005,8
2005-08-16,2055,2,0.66,1.0224,2.45,0.0,10.3,18.6,11.7,25.6,HEATHROW,2005,8
2005-08-17,2056,1,0.65,1.0189,2.71,0.0,12.7,20.4,14.0,26.8,HEATHROW,2005,8
2005-08-18,2057,3,0.63,1.0134,2.34,0.6,9.6,22.0,15.1,29.0,HEATHROW,2005,8
2005-08-19,2058,7,0.83,1.0154,0.64,0.3,0.0,16.8,15.1,18.5,HEATHROW,2005,8
2005-08-20,2059,6,0.67,1.0219,1.93,0.0,6.6,17.1,13.7,20.5,HEATHROW,2005,8
2005-08-21,2060,4,0.59,1.0226,2.31,0.06,9.7,19.7,14.6,24.8,HEATHROW,2005,8
2005-08-22,2061,7,0.9,1.017,0.62,0.92,0.0,16.4,13.7,19.1,HEATHROW,2005,8
2005-08-23,2062,6,0.64,1.0185,2.34,0.0,10.2,17.0,11.7,22.2,HEATHROW,2005,8
2005-08-24,2063,7,0.86,1.0083,0.83,0.84,0.5,15.2,13.4,16.9,HEATHROW,2005,8
2005-08-25,2064,3,0.7,1.0046,2.28,0.08,10.0,15.4,11.7,19.1,HEATHROW,2005,8
2005-08-26,2065,5,0.66,1.0146,1.98,0.0,7.6,14.8,10.1,19.6,HEATHROW,2005,8
2005-08-27,2066,7,0.7,1.0174,1.13,0.0,1.9,17.2,13.1,21.3,HEATHROW,2005,8
2005-08-28,2067,3,0.67,1.0211,2.51,0.0,12.5,18.0,11.5,24.4,HEATHROW,2005,8
2005-08-29,2068,1,0.68,1.0229,2.51,0.0,12.7,19.3,12.5,26.1,HEATHROW,2005,8
2005-08-30,2069,2,0.68,1.0232,2.45,0.0,12.3,21.7,15.8,27.6,HEATHROW,2005,8
2005-08-31,2070,4,0.65,1.0115,2.1,0.0,9.2,24.6,17.4,31.8,HEATHROW,2005,8
2005-09-01,2071,6,0.66,1.014,1.72,0.0,6.7,20.6,16.7,24.5,HEATHROW,2005,9
2005-09-02,2072,3,0.62,1.0251,1.89,0.0,8.3,19.0,14.0,24.0,HEATHROW,2005,9
2005-09-03,2073,6,0.73,1.0272,1.76,0.0,7.3,20.6,15.0,26.3,HEATHROW,2005,9
2005-09-04,2074,6,0.7,1.02,1.8,1.2,7.8,23.0,16.5,29.4,HEATHROW,2005,9
2005-09-05,2075,7,0.8,1.013,0.97,0.0,1.7,20.2,18.5,22.0,HEATHROW,2005,9
2005-09-06,2076,5,0.77,1.0099,1.03,0.02,2.1,19.0,16.1,21.8,HEATHROW,2005,9
2005-09-07,2077,4,0.7,1.0113,1.87,0.0,8.9,19.8,13.6,26.1,HEATHROW,2005,9
2005-09-08,2078,1,0.71,1.0121,2.17,0.0,12.1,19.8,14.5,25.0,HEATHROW,2005,9
2005-09-09,2079,5,0.82,1.0095,1.59,0.79,6.6,19.9,13.0,26.8,HEATHROW,2005,9
2005-09-10,2080,7,0.88,1.0098,0.71,0.02,0.6,20.2,17.0,23.4,HEATHROW,2005,9
2005-09-11,2081,8,0.9,1.0146,0.5,0.0,0.0,16.1,15.1,17.1,HEATHROW,2005,9
2005-09-12,2082,7,0.75,1.0214,1.53,0.0,6.4,18.0,14.3,22.2,HEATHROW,2005,9
2005-09-13,2083,4,0.75,1.0245,1.81,0.0,9.2,17.4,12.0,22.9,HEATHROW,2005,9
2005-09-14,2084,5,0.74,1.0213,1.03,0.26,2.6,20.4,15.8,24.9,HEATHROW,2005,9
2005-09-15,2085,7,0.88,1.0144,0.79,0.92,1.2,18.4,14.9,22.0,HEATHROW,2005,9
2005-09-16,2086,4,0.71,1.0179,1.46,0.0,6.3,13.6,10.9,16.2,HEATHROW,2005,9
2005-09-17,2087,2,0.63,1.0261,1.84,0.0,10.3,11.3,5.7,16.9,HEATHROW,2005,9
2005-09-18,2088,7,0.77,1.0277,0.63,0.0,0.5,12.2,7.8,16.5,HEATHROW,2005,9
2005-09-19,2089,7,0.71,1.0258,0.78,0.0,1.3,16.2,13.1,19.2,HEATHROW,2005,9
2005-09-20,2090,6,0.76,1.0246,1.09,0.0,3.6,16.2,10.7,21.8,HEATHROW,2005,9
2005-09-21,2091,7,0.79,1.0226,0.69,0.0,0.9,17.6,14.0,21.1,HEATHROW,2005,9
2005-09-22,2092,5,0.77,1.0188,1.44,0.0,7.0,16.1,10.9,21.3,HEATHROW,2005,9
2005-09-23,2093,4,0.81,1.013,0.88,0.18,2.2,14.8,10.5,19.2,HEATHROW,2005,9
2005-09-24,2094,5,0.7,1.0173,1.42,0.04,7.1,12.4,6.8,18.1,HEATHROW,2005,9
2005-09-25,2095,4,0.72,1.0104,1.33,0.02,6.4,16.8,11.9,21.7,HEATHROW,2005,9
2005-09-26,2096,5,0.76,1.0153,0.85,0.28,2.2,14.2,10.2,18.3,HEATHROW,2005,9
2005-09-27,2097,6,0.72,1.0141,1.12,0.0,4.6,17.2,13.9,20.4,HEATHROW,2005,9
2005-09-28,2098,5,0.72,1.0179,0.95,0.74,3.2,12.2,8.1,16.3,HEATHROW,2005,9
2005-09-29,2099,5,0.68,1.0195,1.31,0.2,6.8,12.8,8.6,16.9,HEATHROW,2005,9
2005-09-30,2100,8,0.89,1.0168,0.39,0.08,0.0,15.9,11.7,20.1,HEATHROW,2005,9
2005-10-01,2101,4,0.71,1.0147,1.37,0.04,7.8,13.4,10.4,16.4,HEATHROW,2005,10
2005-10-02,2102,4,0.66,1.0248,1.36,0.0,7.9,12.0,8.2,15.8,HEATHROW,2005,10
2005-10-03,2103,6,0.76,1.0311,0.82,0.0,2.6,11.1,5.8,16.4,HEATHROW,2005,10
2005-10-04,2104,5,0.72,1.0305,0.9,0.0,3.4,13.4,9.3,17.6,HEATHROW,2005,10
2005-10-05,2105,5,0.86,1.0274,0.36,0.0,0.0,13.4,10.0,16.7,HEATHROW,2005,10
2005-10-06,2106,8,0.87,1.024,0.36,0.0,0.0,14.3,12.6,16.0,HEATHROW,2005,10
2005-10-07,2107,8,0.8,1.0194,0.35,0.0,0.0,16.0,14.3,17.8,HEATHROW,2005,10
2005-10-08,2108,7,0.83,1.0147,0.42,0.16,0.2,16.6,13.3,19.9,HEATHROW,2005,10
2005-10-09,2109,6,0.76,1.0205,1.2,0.0,7.3,12.2,7.5,16.9,HEATHROW,2005,10
2005-10-10,2110,4,0.76,1.0148,1.26,0.0,8.3,16.0,9.2,22.9,HEATHROW,2005,10
2005-10-11,2111,6,0.76,1.01,0.83,0.02,3.5,18.6,14.4,22.9,HEATHROW,2005,10
2005-10-12,2112,7,0.88,1.0096,0.37,1.1,0.1,18.4,16.8,19.9,HEATHROW,2005,10
2005-10-13,2113,8,0.87,1.0182,0.36,0.12,0.1,13.8,12.2,15.4,HEATHROW,2005,10
2005-10-14,2114,7,0.81,1.0268,0.31,0.0,0.0,14.4,12.1,16.7,HEATHROW,2005,10
2005-10-15,2115,4,0.79,1.0257,1.03,0.0,6.3,17.4,13.2,20.7,HEATHROW,2005,10
2005-10-16,2116,3,0.84,1.0215,0.94,0.1,5.4,14.8,11.2,18.5,HEATHROW,2005,10
2005-10-17,2117,6,0.91,1.0208,0.71,0.0,2.9,14.4,10.8,18.0,HEATHROW,2005,10
2005-10-18,2118,7,0.78,1.014,0.29,0.44,0.0,11.8,9.6,14.1,HEATHROW,2005,10
2005-10-19,2119,7,0.88,1.007,0.56,1.52,1.7,13.3,10.3,16.3,HEATHROW,2005,10
2005-10-20,2120,6,0.77,1.0064,0.99,0.42,6.8,13.4,10.1,16.6,HEATHROW,2005,10
2005-10-21,2121,6,0.77,0.9959,0.78,0.22,4.2,13.8,10.3,17.3,HEATHROW,2005,10
2005-10-22,2122,6,0.8,1.0,0.42,0.0,0.7,13.7,11.3,16.1,HEATHROW,2005,10
2005-10-23,2123,6,0.85,1.0121,0.65,0.96,2.9,11.6,6.5,16.6,HEATHROW,2005,10
2005-10-24,2124,8,0.92,1.0074,0.26,1.34,0.0,13.3,9.3,17.3,HEATHROW,2005,10
2005-10-25,2125,5,0.75,1.0027,0.76,0.02,4.5,15.8,14.1,17.5,HEATHROW,2005,10
2005-10-26,2126,6,0.86,1.0129,0.29,0.0,0.1,15.4,12.3,18.4,HEATHROW,2005,10
2005-10-27,2127,4,0.75,1.0092,0.99,0.26,8.3,17.2,13.5,21.0,HEATHROW,2005,10
2005-10-28,2128,7,0.83,1.0089,0.38,0.14,0.7,15.8,13.7,17.9,HEATHROW,2005,10
2005-10-29,2129,5,0.86,1.0094,0.5,0.0,1.9,14.4,10.1,18.8,HEATHROW,2005,10
2005-10-30,2130,6,0.77,1.0055,0.47,0.08,1.6,16.3,13.2,19.4,HEATHROW,2005,10
2005-10-31,2131,7,0.88,1.0054,0.36,0.4,0.7,14.3,13.1,15.5,HEATHROW,2005,10
2005-11-01,2132,4,0.76,1.0093,0.85,0.54,7.1,13.2,9.3,17.0,HEATHROW,2005,11
2005-11-02,2133,7,0.91,1.003,0.22,0.62,0.0,13.8,10.0,17.5,HEATHROW,2005,11
2005-11-03,2134,5,0.75,1.0016,0.29,0.02,0.3,15.4,14.5,16.2,HEATHROW,2005,11
2005-11-04,2135,2,0.73,1.0119,0.76,0.0,6.2,11.4,8.9,13.8,HEATHROW,2005,11
2005-11-05,2136,4,0.82,1.0193,0.54,0.02,3.0,9.2,3.9,14.5,HEATHROW,2005,11
2005-11-06,2137,7,0.85,1.0149,0.21,0.62,0.0,10.8,7.0,14.6,HEATHROW,2005,11
2005-11-07,2138,2,0.79,1.017,0.69,0.04,5.6,11.5,8.5,14.5,HEATHROW,2005,11
2005-11-08,2139,6,0.79,1.0109,0.41,0.18,1.7,13.6,10.6,16.6,HEATHROW,2005,11
2005-11-09,2140,3,0.8,1.0227,0.74,0.02,6.8,9.0,5.4,12.5,HEATHROW,2005,11
2005-11-10,2141,6,0.86,1.0291,0.19,0.02,0.0,10.0,5.1,14.9,HEATHROW,2005,11
2005-11-11,2142,8,0.81,1.0199,0.22,0.2,0.1,13.5,12.3,14.7,HEATHROW,2005,11
2005-11-12,2143,4,0.79,1.0137,0.48,0.0,2.9,8.8,6.2,11.5,HEATHROW,2005,11
2005-11-13,2144,4,0.88,1.0252,0.42,0.02,2.2,6.5,2.3,10.7,HEATHROW,2005,11
2005-11-14,2145,0,0.86,1.0263,0.69,0.1,6.8,5.2,0.5,10.0,HEATHROW,2005,11
2005-11-15,2146,5,0.84,1.012,0.37,0.04,1.7,7.3,2.4,12.2,HEATHROW,2005,11
2005-11-16,2147,4,0.79,1.0098,0.51,0.0,3.9,6.8,5.2,8.3,HEATHROW,2005,11
2005-11-17,2148,1,0.79,1.0174,0.7,0.0,7.6,3.1,-1.0,7.2,HEATHROW,2005,11
2005-11-18,2149,0,0.84,1.0248,0.69,0.02,7.4,2.6,-2.8,8.0,HEATHROW,2005,11
2005-11-19,2150,0,0.89,1.0314,0.64,0.02,6.6,3.4,-2.0,8.7,HEATHROW,2005,11
2005-11-20,2151,3,0.9,1.0332,0.62,0.02,6.4,1.6,-3.0,6.3,HEATHROW,2005,11
2005-11-21,2152,0,0.88,1.0346,0.58,0.02,5.7,2.6,-2.8,8.1,HEATHROW,2005,11
2005-11-22,2153,4,0.94,1.0376,0.37,0.02,2.2,4.4,-0.6,9.5,HEATHROW,2005,11
2005-11-23,2154,5,0.94,1.037,0.35,0.0,1.9,4.6,2.0,7.3,HEATHROW,2005,11
2005-11-24,2155,5,0.86,1.0156,0.18,0.2,0.1,6.0,1.9,10.0,HEATHROW,2005,11
2005-11-25,2156,4,0.74,0.9934,0.39,0.0,2.7,1.8,-0.4,3.9,HEATHROW,2005,11
2005-11-26,2157,4,0.85,0.9923,0.19,0.06,0.2,3.3,0.2,6.4,HEATHROW,2005,11
2005-11-27,2158,6,0.87,0.9977,0.21,0.0,0.4,3.0,1.1,4.8,HEATHROW,2005,11
2005-11-28,2159,7,0.82,0.9997,0.21,0.04,0.4,3.5,2.0,5.0,HEATHROW,2005,11
2005-11-29,2160,6,0.84,1.0076,0.41,0.0,3.4,3.2,0.3,6.1,HEATHROW,2005,11
2005-11-30,2161,6,0.87,1.0088,0.14,0.08,0.0,4.0,-1.4,9.4,HEATHROW,2005,11
2005-12-01,2162,8,0.92,0.9967,0.14,1.3,0.0,5.6,1.5,9.8,HEATHROW,2005,12
2005-12-02,2163,7,0.85,0.9797,0.31,0.68,2.1,8.9,6.8,11.0,HEATHROW,2005,12
2005-12-03,2164,6,0.83,0.9843,0.3,0.08,2.1,8.5,6.5,10.5,HEATHROW,2005,12
2005-12-04,2165,4,0.87,0.9911,0.28,0.0,1.7,7.2,4.7,9.8,HEATHROW,2005,12
2005-12-05,2166,8,0.85,0.9977,0.13,0.0,0.0,6.6,4.7,8.5,HEATHROW,2005,12
2005-12-06,2167,4,0.91,1.0061,0.15,0.02,0.1,3.6,0.3,6.9,HEATHROW,2005,12
2005-12-07,2168,3,0.88,1.0137,0.41,0.6,4.4,3.8,0.0,7.6,HEATHROW,2005,12
2005-12-08,2169,5,0.92,1.0151,0.17,0.04,0.3,4.8,1.2,8.4,HEATHROW,2005,12
2005-12-09,2170,6,0.96,1.0364,0.27,0.0,1.8,3.2,1.6,4.9,HEATHROW,2005,12
2005-12-10,2171,1,0.91,1.0405,0.38,0.02,3.9,4.2,0.7,7.6,HEATHROW,2005,12
2005-12-11,2172,2,0.95,1.0392,0.28,0.02,1.9,2.8,-2.1,7.6,HEATHROW,2005,12
2005-12-12,2173,5,0.87,1.0387,0.28,0.0,1.9,3.8,-1.2,8.8,HEATHROW,2005,12
2005-12-13,2174,7,0.8,1.0393,0.2,0.0,0.8,6.6,4.7,8.4,HEATHROW,2005,12
2005-12-14,2175,8,0.83,1.0324,0.16,0.0,0.3,6.2,3.3,9.0,HEATHROW,2005,12
2005-12-15,2176,5,0.78,1.0246,0.35,0.02,3.4,8.8,6.1,11.4,HEATHROW,2005,12
2005-12-16,2177,5,0.67,1.0138,0.35,0.0,3.4,10.0,7.5,12.6,HEATHROW,2005,12
2005-12-17,2178,0,0.58,1.0215,0.47,0.0,6.3,2.6,0.9,4.2,HEATHROW,2005,12
2005-12-18,2179,3,0.69,1.0227,0.43,0.04,5.3,2.4,-3.5,8.3,HEATHROW,2005,12
2005-12-19,2180,1,0.86,1.0232,0.46,0.0,6.1,3.8,-1.8,9.3,HEATHROW,2005,12
2005-12-20,2181,6,0.82,1.0302,0.19,0.02,0.6,2.8,-2.3,8.0,HEATHROW,2005,12
2005-12-21,2182,8,0.86,1.0311,0.17,0.0,0.4,5.6,1.1,10.1,HEATHROW,2005,12
2005-12-22,2183,7,0.8,1.0305,0.16,0.0,0.3,8.0,6.0,10.1,HEATHROW,2005,12
2005-12-23,2184,8,0.76,1.027,0.12,0.0,0.0,8.0,6.2,9.7,HEATHROW,2005,12
2005-12-24,2185,5,0.89,1.0257,0.41,0.02,4.7,8.3,5.5,11.1,HEATHROW,2005,12
2005-12-25,2186,4,0.85,1.0267,0.35,0.0,3.4,4.0,1.0,6.9,HEATHROW,2005,12
2005-12-26,2187,6,0.82,1.0204,0.2,0.08,0.8,3.6,1.5,5.8,HEATHROW,2005,12
2005-12-27,2188,3,0.84,1.0151,0.29,0.02,2.2,1.3,0.0,2.6,HEATHROW,2005,12
2005-12-28,2189,3,0.82,1.0171,0.44,0.0,5.3,0.3,-1.5,2.1,HEATHROW,2005,12
2005-12-29,2190,8,0.8,1.0162,0.14,0.28,0.1,1.3,-0.8,3.4,HEATHROW,2005,12
2005-12-30,2191,7,0.89,0.9995,0.12,1.18,0.0,3.4,-1.4,9.6,HEATHROW,2005,12
2005-12-31,2192,5,0.84,0.9938,0.29,0.02,2.1,5.4,1.9,8.8,HEATHROW,2005,12
2006-01-01,2193,7,0.82,1.0028,0.19,0.0,0.6,6.1,3.9,8.3,HEATHROW,2006,1
2006-01-02,2194,8,0.86,1.0236,0.17,0.0,0.3,6.4,5.3,7.6,HEATHROW,2006,1
2006-01-03,2195,8,0.91,1.0278,0.13,0.1,0.0,7.5,5.5,9.5,HEATHROW,2006,1
2006-01-04,2196,5,0.86,1.0291,0.13,0.0,0.0,6.4,5.9,6.8,HEATHROW,2006,1
2006-01-05,2197,7,0.81,1.0214,0.24,0.0,1.1,3.1,2.4,3.8,HEATHROW,2006,1
2006-01-06,2198,8,0.81,1.0213,0.16,0.12,0.2,3.3,2.1,4.5,HEATHROW,2006,1
2006-01-07,2199,7,0.91,1.0242,0.13,0.06,0.0,2.5,0.8,4.2,HEATHROW,2006,1
2006-01-08,2200,8,0.9,1.0239,0.13,0.5,0.0,3.0,0.9,5.0,HEATHROW,2006,1
2006-01-09,2201,8,0.91,1.0254,0.14,0.0,0.0,5.6,4.1,7.1,HEATHROW,2006,1
2006-01-10,2202,8,0.84,1.0223,0.14,0.16,0.0,7.0,4.2,9.7,HEATHROW,2006,1
2006-01-11,2203,4,0.81,1.0216,0.39,0.0,3.4,8.6,7.0,10.3,HEATHROW,2006,1
2006-01-12,2204,4,0.86,1.0288,0.27,0.02,1.3,2.4,-2.5,7.2,HEATHROW,2006,1
2006-01-13,2205,7,0.79,1.0219,0.14,0.0,0.0,5.3,2.1,8.5,HEATHROW,2006,1
2006-01-14,2206,8,0.87,1.02,0.14,0.1,0.0,8.1,6.9,9.3,HEATHROW,2006,1
2006-01-15,2207,7,0.9,1.0156,0.2,0.02,0.4,8.3,6.5,10.1,HEATHROW,2006,1
2006-01-16,2208,8,0.9,1.009,0.15,0.42,0.0,7.6,5.6,9.5,HEATHROW,2006,1
2006-01-17,2209,6,0.89,1.0044,0.17,0.04,0.1,7.9,5.8,10.0,HEATHROW,2006,1
2006-01-18,2210,8,0.9,1.014,0.15,0.02,0.0,9.1,5.4,12.8,HEATHROW,2006,1
2006-01-19,2211,8,0.88,1.0189,0.16,0.06,0.0,9.4,7.7,11.2,HEATHROW,2006,1
