date,days,cloud_cover,humidity,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2005-04-29,1946,8,0.98,1.76,0.64,0.0,-4.0,-5.3,-2.6,SONNBLICK,2005,4
2005-04-30,1947,6,0.87,2.47,0.3,6.9,-2.3,-3.9,-0.6,SONNBLICK,2005,4
2005-05-01,1948,5,0.71,3.2,0.0,12.1,0.2,-2.3,2.6,SONNBLICK,2005,5
2005-05-02,1949,4,0.79,3.13,0.0,12.6,2.8,-0.5,6.0,SONNBLICK,2005,5
2005-05-03,1950,7,0.92,1.85,0.99,2.7,3.1,1.4,4.8,SONNBLICK,2005,5
2005-05-04,1951,7,0.97,2.73,1.23,4.7,-1.7,-5.0,1.6,SONNBLICK,2005,5
2005-05-05,1952,8,1.0,2.28,1.97,0.0,-4.7,-6.0,-3.3,SONNBLICK,2005,5
2005-05-06,1953,8,1.0,2.5,3.23,0.0,-6.3,-8.1,-4.5,SONNBLICK,2005,5
2005-05-07,1954,7,1.0,2.29,2.23,1.5,-6.4,-8.9,-3.8,SONNBLICK,2005,5
2005-05-08,1955,6,0.95,2.78,1.21,6.4,-8.0,-11.4,-4.5,SONNBLICK,2005,5
2005-05-09,1956,7,0.95,2.97,0.6,3.6,-8.9,-11.0,-6.8,SONNBLICK,2005,5
2005-05-10,1957,8,0.97,2.57,0.8,0.0,-6.9,-10.8,-3.0,SONNBLICK,2005,5
2005-05-11,1958,6,0.97,3.44,0.0,10.3,-9.0,-10.6,-7.3,SONNBLICK,2005,5
2005-05-12,1959,2,0.83,3.85,0.0,13.0,-7.1,-10.8,-3.3,SONNBLICK,2005,5
2005-05-13,1960,7,0.82,2.7,0.0,7.1,-3.7,-6.5,-0.8,SONNBLICK,2005,5
2005-05-14,1961,8,1.0,2.12,0.63,0.0,-2.4,-4.4,-0.4,SONNBLICK,2005,5
2005-05-15,1962,7,0.98,1.98,1.49,0.0,-2.6,-4.4,-0.8,SONNBLICK,2005,5
2005-05-16,1963,8,0.99,1.58,0.75,0.0,-2.0,-3.0,-1.0,SONNBLICK,2005,5
2005-05-17,1964,7,0.99,2.04,0.56,0.9,-2.6,-4.3,-0.8,SONNBLICK,2005,5
2005-05-18,1965,8,0.98,1.85,2.89,0.0,-4.2,-6.8,-1.6,SONNBLICK,2005,5
2005-05-19,1966,4,0.86,3.79,0.1,11.4,-8.6,-10.4,-6.8,SONNBLICK,2005,5
2005-05-20,1967,2,0.69,3.85,0.0,14.5,-3.8,-7.1,-0.5,SONNBLICK,2005,5
2005-05-21,1968,4,0.85,3.12,0.0,9.7,1.1,-2.1,4.3,SONNBLICK,2005,5
2005-05-22,1969,5,0.92,2.01,0.23,4.6,0.7,-0.9,2.2,SONNBLICK,2005,5
2005-05-23,1970,7,0.95,1.85,0.76,1.9,-2.2,-4.9,0.5,SONNBLICK,2005,5
2005-05-24,1971,6,0.99,2.77,0.0,5.8,-2.2,-5.2,0.9,SONNBLICK,2005,5
2005-05-25,1972,0,0.95,3.98,0.0,14.7,-1.3,-3.4,0.9,SONNBLICK,2005,5
2005-05-26,1973,2,0.48,3.97,0.0,15.6,2.8,0.6,5.0,SONNBLICK,2005,5
2005-05-27,1974,0,0.61,3.95,0.0,15.4,5.1,2.0,8.2,SONNBLICK,2005,5
2005-05-28,1975,2,0.79,3.88,0.02,13.7,6.1,4.1,8.0,SONNBLICK,2005,5
2005-05-29,1976,5,0.8,3.64,0.0,13.8,6.5,4.1,8.8,SONNBLICK,2005,5
2005-05-30,1977,6,0.73,3.02,1.31,10.8,6.5,4.3,8.6,SONNBLICK,2005,5
2005-05-31,1978,6,0.98,3.0,0.0,3.1,0.7,-3.3,4.7,SONNBLICK,2005,5
2005-06-01,1979,5,0.95,3.67,0.0,12.2,-2.9,-5.7,0.0,SONNBLICK,2005,6
2005-06-02,1980,6,0.92,2.99,0.0,8.6,-0.4,-2.7,1.9,SONNBLICK,2005,6
2005-06-03,1981,5,0.8,3.73,0.0,13.2,3.1,-0.6,6.8,SONNBLICK,2005,6
2005-06-04,1982,7,0.94,1.36,1.24,1.9,2.1,-0.3,4.4,SONNBLICK,2005,6
2005-06-05,1983,8,1.0,2.92,0.09,2.7,-0.9,-2.7,1.0,SONNBLICK,2005,6
2005-06-06,1984,8,0.98,2.36,0.77,0.0,-2.0,-4.0,0.1,SONNBLICK,2005,6
2005-06-07,1985,8,0.98,2.33,3.06,0.0,-5.4,-8.0,-2.7,SONNBLICK,2005,6
2005-06-08,1986,8,0.98,2.41,0.79,0.0,-8.2,-10.0,-6.3,SONNBLICK,2005,6
2005-06-09,1987,8,0.98,2.14,0.57,0.0,-9.3,-10.7,-7.8,SONNBLICK,2005,6
2005-06-10,1988,8,0.98,2.24,0.0,0.0,-7.4,-8.7,-6.1,SONNBLICK,2005,6
2005-06-11,1989,6,0.98,2.92,0.42,0.0,-4.5,-7.9,-1.1,SONNBLICK,2005,6
2005-06-12,1990,8,0.98,1.95,0.0,8.4,-1.2,-2.4,0.1,SONNBLICK,2005,6
2005-06-13,1991,7,0.99,2.24,0.0,3.4,-0.3,-1.9,1.4,SONNBLICK,2005,6
2005-06-14,1992,6,0.98,1.66,0.28,2.6,1.1,0.0,2.1,SONNBLICK,2005,6
2005-06-15,1993,7,0.99,2.33,0.54,1.7,2.1,0.1,4.0,SONNBLICK,2005,6
2005-06-16,1994,8,0.99,2.41,0.08,0.8,1.0,-0.3,2.2,SONNBLICK,2005,6
2005-06-17,1995,8,0.98,1.99,0.13,1.7,1.6,-0.4,3.5,SONNBLICK,2005,6
2005-06-18,1996,8,0.99,1.61,0.1,0.0,2.9,2.0,3.7,SONNBLICK,2005,6
2005-06-19,1997,3,0.73,3.45,0.0,13.1,1.4,-0.6,3.3,SONNBLICK,2005,6
2005-06-20,1998,1,0.7,3.92,0.0,11.7,2.6,0.5,4.7,SONNBLICK,2005,6
2005-06-21,1999,3,0.82,3.24,0.0,13.6,4.0,2.0,6.0,SONNBLICK,2005,6
2005-06-22,2000,6,0.88,2.85,0.0,8.5,5.3,3.0,7.6,SONNBLICK,2005,6
2005-06-23,2001,3,0.84,3.8,0.0,14.8,6.3,3.8,8.8,SONNBLICK,2005,6
2005-06-24,2002,4,0.84,2.92,0.0,9.8,8.1,5.8,10.3,SONNBLICK,2005,6
2005-06-25,2003,6,0.85,1.98,0.71,6.0,8.1,5.4,10.8,SONNBLICK,2005,6
2005-06-26,2004,7,1.0,1.86,0.25,3.2,4.4,3.0,5.8,SONNBLICK,2005,6
2005-06-27,2005,6,0.92,2.45,0.0,8.2,6.5,4.1,8.8,SONNBLICK,2005,6
2005-06-28,2006,6,0.89,2.08,0.23,7.5,6.7,4.6,8.8,SONNBLICK,2005,6
2005-06-29,2007,6,0.78,1.72,0.89,4.4,7.7,5.2,10.2,SONNBLICK,2005,6
2005-06-30,2008,8,1.0,2.19,1.03,3.1,4.3,1.6,6.9,SONNBLICK,2005,6
2005-07-01,2009,8,1.0,1.65,2.07,0.0,0.2,-2.4,2.7,SONNBLICK,2005,7
2005-07-02,2010,8,0.99,1.77,0.21,0.0,-1.2,-2.4,0.1,SONNBLICK,2005,7
2005-07-03,2011,5,0.95,3.11,0.0,8.7,0.8,-1.5,3.1,SONNBLICK,2005,7
2005-07-04,2012,5,0.87,3.69,1.44,10.9,4.8,1.6,7.9,SONNBLICK,2005,7
2005-07-05,2013,8,1.0,1.69,1.74,0.0,0.6,-4.6,5.7,SONNBLICK,2005,7
2005-07-06,2014,3,0.89,3.87,1.06,13.1,-2.1,-6.5,2.3,SONNBLICK,2005,7
2005-07-07,2015,8,1.0,1.69,2.76,0.0,0.1,-2.1,2.3,SONNBLICK,2005,7
2005-07-08,2016,8,0.99,1.76,0.06,0.0,-2.4,-5.0,0.3,SONNBLICK,2005,7
2005-07-09,2017,7,0.95,2.5,0.55,5.2,-0.7,-3.4,2.1,SONNBLICK,2005,7
2005-07-10,2018,8,0.99,1.68,1.68,0.0,-0.9,-2.6,0.8,SONNBLICK,2005,7
2005-07-11,2019,8,1.0,1.67,1.93,0.0,-0.3,-1.5,0.9,SONNBLICK,2005,7
2005-07-12,2020,8,1.0,1.67,0.57,0.0,0.1,-0.4,0.6,SONNBLICK,2005,7
2005-07-13,2021,7,0.99,3.01,0.0,9.8,0.6,-0.7,1.8,SONNBLICK,2005,7
2005-07-14,2022,5,0.88,3.76,0.0,10.6,1.8,-0.2,3.7,SONNBLICK,2005,7
2005-07-15,2023,3,0.76,3.9,0.0,11.2,5.4,2.0,8.7,SONNBLICK,2005,7
2005-07-16,2024,5,0.94,2.07,1.1,5.3,4.9,2.6,7.2,SONNBLICK,2005,7
2005-07-17,2025,3,0.81,3.0,0.0,9.6,5.1,2.6,7.5,SONNBLICK,2005,7
2005-07-18,2026,5,0.85,2.45,2.19,8.6,7.0,4.5,9.4,SONNBLICK,2005,7
2005-07-19,2027,7,0.96,1.52,0.24,2.6,2.4,0.0,4.8,SONNBLICK,2005,7
2005-07-20,2028,4,0.94,3.67,0.21,13.5,2.9,-1.0,6.8,SONNBLICK,2005,7
2005-07-21,2029,6,0.98,3.38,0.0,7.7,2.0,-0.3,4.2,SONNBLICK,2005,7
2005-07-22,2030,6,0.97,2.12,0.13,5.3,2.1,-0.9,5.1,SONNBLICK,2005,7
2005-07-23,2031,7,1.0,2.28,0.48,4.9,1.3,-1.9,4.5,SONNBLICK,2005,7
2005-07-24,2032,7,0.95,1.76,0.04,1.5,1.5,-1.1,4.0,SONNBLICK,2005,7
2005-07-25,2033,7,1.0,1.75,1.21,4.1,5.3,2.8,7.8,SONNBLICK,2005,7
2005-07-26,2034,8,1.0,2.12,1.65,5.9,6.0,3.0,8.9,SONNBLICK,2005,7
2005-07-27,2035,5,0.94,2.62,0.02,8.3,7.0,4.5,9.4,SONNBLICK,2005,7
2005-07-28,2036,2,0.86,3.0,0.0,14.2,9.7,6.5,12.8,SONNBLICK,2005,7
2005-07-29,2037,3,0.7,3.43,0.0,12.5,10.8,8.7,12.9,SONNBLICK,2005,7
2005-07-30,2038,5,0.95,1.99,0.0,7.4,8.8,7.0,10.5,SONNBLICK,2005,7
2005-07-31,2039,7,0.97,2.0,0.38,4.0,6.0,3.7,8.2,SONNBLICK,2005,7
2005-08-01,2040,7,1.0,1.55,0.0,3.3,5.4,1.8,8.9,SONNBLICK,2005,8
2005-08-02,2041,8,0.97,1.25,0.64,1.1,4.9,2.6,7.2,SONNBLICK,2005,8
2005-08-03,2042,7,0.99,0.91,0.43,0.5,2.9,0.7,5.0,SONNBLICK,2005,8
2005-08-04,2043,8,1.0,1.11,0.47,4.9,-1.2,-3.2,0.8,SONNBLICK,2005,8
2005-08-05,2044,6,0.97,2.23,0.0,3.7,-1.9,-3.8,0.1,SONNBLICK,2005,8
2005-08-06,2045,7,0.97,2.13,0.53,0.0,0.7,-0.6,2.0,SONNBLICK,2005,8
2005-08-07,2046,8,0.98,1.89,2.34,0.1,-2.6,-5.2,0.1,SONNBLICK,2005,8
2005-08-08,2047,6,0.93,2.19,0.45,3.7,-4.7,-7.4,-2.0,SONNBLICK,2005,8
2005-08-09,2048,3,0.93,3.48,0.0,13.6,-2.5,-6.4,1.4,SONNBLICK,2005,8
2005-08-10,2049,6,0.9,2.25,0.2,7.7,0.5,-1.7,2.6,SONNBLICK,2005,8
2005-08-11,2050,7,0.98,2.27,1.83,7.7,3.6,0.6,6.6,SONNBLICK,2005,8
2005-08-12,2051,8,1.0,2.8,0.0,6.0,1.4,-2.3,5.1,SONNBLICK,2005,8
2005-08-13,2052,6,0.9,1.2,0.78,2.9,2.0,0.2,3.7,SONNBLICK,2005,8
2005-08-14,2053,8,1.0,1.11,2.09,0.0,-0.3,-2.7,2.2,SONNBLICK,2005,8
2005-08-15,2054,8,1.0,1.82,1.27,0.0,-3.1,-4.0,-2.2,SONNBLICK,2005,8
2005-08-16,2055,8,1.0,1.55,0.47,0.0,-2.1,-3.8,-0.4,SONNBLICK,2005,8
2005-08-17,2056,7,1.0,2.05,0.0,2.3,0.5,-1.2,2.2,SONNBLICK,2005,8
2005-08-18,2057,5,0.95,2.63,0.0,9.2,3.3,1.8,4.8,SONNBLICK,2005,8
2005-08-19,2058,6,0.97,2.63,0.1,10.3,3.6,1.3,5.8,SONNBLICK,2005,8
2005-08-20,2059,8,1.0,0.61,2.4,0.0,2.2,0.7,3.7,SONNBLICK,2005,8
2005-08-21,2060,8,1.0,0.93,0.81,0.0,0.9,0.4,1.4,SONNBLICK,2005,8
2005-08-22,2061,8,1.0,1.09,2.2,0.0,0.8,-0.2,1.7,SONNBLICK,2005,8
2005-08-23,2062,6,1.0,1.14,1.66,0.0,-0.3,-0.9,0.3,SONNBLICK,2005,8
2005-08-24,2063,6,1.0,1.7,0.02,4.3,-1.4,-2.7,0.0,SONNBLICK,2005,8
2005-08-25,2064,5,0.97,2.16,0.0,7.7,1.1,-1.5,3.7,SONNBLICK,2005,8
2005-08-26,2065,8,1.0,1.03,0.07,0.0,3.5,2.5,4.4,SONNBLICK,2005,8
2005-08-27,2066,7,1.0,1.28,0.47,1.2,2.7,1.7,3.6,SONNBLICK,2005,8
2005-08-28,2067,8,1.0,0.94,0.4,0.0,1.7,0.7,2.7,SONNBLICK,2005,8
2005-08-29,2068,6,0.89,2.7,0.0,12.2,3.5,1.4,5.5,SONNBLICK,2005,8
2005-08-30,2069,3,0.84,2.16,0.0,8.3,5.3,3.0,7.6,SONNBLICK,2005,8
2005-08-31,2070,5,0.95,2.3,0.0,11.0,5.9,3.2,8.5,SONNBLICK,2005,8
2005-09-01,2071,5,0.88,2.69,0.0,12.7,4.8,3.3,6.2,SONNBLICK,2005,9
2005-09-02,2072,7,0.97,0.78,0.5,0.3,4.2,3.1,5.2,SONNBLICK,2005,9
2005-09-03,2073,7,0.91,1.18,1.35,1.5,4.2,1.8,6.5,SONNBLICK,2005,9
2005-09-04,2074,7,0.97,1.29,0.56,2.1,1.8,0.0,3.5,SONNBLICK,2005,9
2005-09-05,2075,1,0.58,2.74,0.0,12.3,2.7,-0.1,5.5,SONNBLICK,2005,9
2005-09-06,2076,4,0.71,2.69,0.0,12.1,2.9,1.1,4.6,SONNBLICK,2005,9
2005-09-07,2077,2,0.67,2.62,0.0,11.5,2.7,0.5,4.8,SONNBLICK,2005,9
2005-09-08,2078,5,0.89,1.89,0.06,6.7,3.7,2.0,5.4,SONNBLICK,2005,9
2005-09-09,2079,8,0.97,0.65,0.52,0.0,2.5,1.5,3.5,SONNBLICK,2005,9
2005-09-10,2080,6,0.92,1.35,0.7,4.7,2.4,0.2,4.6,SONNBLICK,2005,9
2005-09-11,2081,6,0.97,0.85,0.06,0.0,2.3,1.4,3.2,SONNBLICK,2005,9
2005-09-12,2082,6,0.87,1.8,0.7,6.2,0.9,-1.4,3.1,SONNBLICK,2005,9
2005-09-13,2083,6,0.96,1.5,0.72,4.4,0.8,-1.4,2.9,SONNBLICK,2005,9
2005-09-14,2084,6,0.98,1.77,0.0,6.2,0.3,-0.7,1.3,SONNBLICK,2005,9
2005-09-15,2085,5,0.86,2.11,0.0,8.2,1.5,-2.3,5.2,SONNBLICK,2005,9
2005-09-16,2086,6,0.85,1.63,1.4,5.3,3.4,1.3,5.4,SONNBLICK,2005,9
2005-09-17,2087,8,0.96,0.65,1.5,0.0,-1.5,-6.2,3.3,SONNBLICK,2005,9
2005-09-18,2088,8,0.93,1.06,0.8,0.0,-4.8,-7.2,-2.3,SONNBLICK,2005,9
2005-09-19,2089,8,0.96,1.49,0.14,0.4,-0.7,-2.4,1.1,SONNBLICK,2005,9
2005-09-20,2090,6,0.98,1.56,0.3,0.0,-2.4,-3.8,-1.0,SONNBLICK,2005,9
2005-09-21,2091,8,1.0,1.56,0.0,0.0,-2.4,-5.0,0.3,SONNBLICK,2005,9
2005-09-22,2092,6,0.92,1.65,0.0,2.5,-1.6,-3.5,0.4,SONNBLICK,2005,9
2005-09-23,2093,6,0.91,2.05,0.0,6.5,-0.8,-2.0,0.4,SONNBLICK,2005,9
2005-09-24,2094,7,0.99,1.41,0.1,3.3,-0.7,-2.1,0.8,SONNBLICK,2005,9
2005-09-25,2095,4,0.83,1.34,0.66,6.3,-1.0,-2.9,0.9,SONNBLICK,2005,9
2005-09-26,2096,5,0.89,1.55,0.1,5.9,-0.2,-1.7,1.4,SONNBLICK,2005,9
2005-09-27,2097,8,0.97,0.78,0.92,0.0,-0.5,-1.2,0.3,SONNBLICK,2005,9
2005-09-28,2098,7,0.96,1.36,0.2,2.5,-0.8,-2.6,1.1,SONNBLICK,2005,9
2005-09-29,2099,8,0.97,0.72,3.79,0.0,-1.9,-3.7,0.0,SONNBLICK,2005,9
2005-09-30,2100,8,0.9,1.3,0.43,0.7,-5.6,-7.8,-3.4,SONNBLICK,2005,9
2005-10-01,2101,6,0.86,1.24,1.06,1.5,-4.9,-9.8,0.0,SONNBLICK,2005,10
2005-10-02,2102,8,0.96,0.68,1.71,0.0,-1.2,-2.3,0.0,SONNBLICK,2005,10
2005-10-03,2103,8,0.94,0.84,1.82,0.0,-1.6,-3.7,0.6,SONNBLICK,2005,10
2005-10-04,2104,8,0.97,0.96,1.66,0.0,-0.9,-1.7,0.0,SONNBLICK,2005,10
2005-10-05,2105,8,0.97,0.68,1.2,0.0,-1.0,-1.9,0.0,SONNBLICK,2005,10
2005-10-06,2106,8,0.96,1.19,0.05,0.0,-1.4,-2.2,-0.5,SONNBLICK,2005,10
2005-10-07,2107,8,0.96,0.79,0.0,0.0,-2.2,-3.0,-1.3,SONNBLICK,2005,10
2005-10-08,2108,6,0.92,1.63,0.0,7.0,-2.3,-3.4,-1.2,SONNBLICK,2005,10
2005-10-09,2109,7,0.97,1.53,0.0,3.1,-2.9,-4.5,-1.3,SONNBLICK,2005,10
2005-10-10,2110,1,0.57,1.87,0.0,10.8,-3.4,-5.4,-1.3,SONNBLICK,2005,10
2005-10-11,2111,2,0.82,1.8,0.0,10.8,-5.1,-5.8,-4.4,SONNBLICK,2005,10
2005-10-12,2112,0,0.44,1.79,0.0,10.7,-3.4,-5.8,-1.0,SONNBLICK,2005,10
2005-10-13,2113,1,0.6,1.71,0.0,10.6,-4.2,-5.1,-3.2,SONNBLICK,2005,10
2005-10-14,2114,1,0.58,1.67,0.0,10.5,-3.3,-5.2,-1.4,SONNBLICK,2005,10
2005-10-15,2115,3,0.47,1.59,0.0,10.5,-0.1,-2.6,2.5,SONNBLICK,2005,10
2005-10-16,2116,1,0.74,1.65,0.0,10.5,-1.4,-3.5,0.8,SONNBLICK,2005,10
2005-10-17,2117,0,0.4,1.69,0.0,10.4,-3.9,-5.2,-2.6,SONNBLICK,2005,10
2005-10-18,2118,0,0.28,1.71,0.0,10.4,-3.2,-5.7,-0.6,SONNBLICK,2005,10
2005-10-19,2119,4,0.24,1.54,0.0,9.3,0.2,-2.7,3.0,SONNBLICK,2005,10
2005-10-20,2120,7,0.91,0.89,0.03,0.9,0.4,-1.0,1.8,SONNBLICK,2005,10
2005-10-21,2121,7,0.96,1.05,0.0,4.6,-1.7,-2.9,-0.4,SONNBLICK,2005,10
2005-10-22,2122,4,0.91,1.43,0.0,9.0,-2.4,-4.2,-0.5,SONNBLICK,2005,10
2005-10-23,2123,6,0.85,0.99,0.22,4.1,-1.4,-3.4,0.6,SONNBLICK,2005,10
2005-10-24,2124,3,0.72,1.45,0.0,9.0,-2.0,-4.8,0.8,SONNBLICK,2005,10
2005-10-25,2125,5,0.34,1.28,0.0,7.8,2.2,-0.2,4.6,SONNBLICK,2005,10
2005-10-26,2126,5,0.76,1.36,0.0,8.8,1.8,0.4,3.2,SONNBLICK,2005,10
2005-10-27,2127,1,0.61,1.43,0.0,10.3,3.5,1.9,5.0,SONNBLICK,2005,10
2005-10-28,2128,1,0.54,1.4,0.0,10.2,3.8,2.7,4.9,SONNBLICK,2005,10
2005-10-29,2129,0,0.41,1.36,0.0,10.3,4.5,3.0,5.9,SONNBLICK,2005,10
2005-10-30,2130,0,0.24,1.38,0.0,10.1,3.8,2.6,4.9,SONNBLICK,2005,10
2005-10-31,2131,0,0.41,1.35,0.0,10.1,3.1,1.4,4.7,SONNBLICK,2005,10
2005-11-01,2132,6,0.5,0.77,0.46,2.3,0.5,-2.6,3.6,SONNBLICK,2005,11
2005-11-02,2133,5,0.55,1.04,0.0,7.1,-2.7,-5.5,0.1,SONNBLICK,2005,11
2005-11-03,2134,5,0.85,0.67,0.0,2.5,0.4,-0.9,1.6,SONNBLICK,2005,11
2005-11-04,2135,6,0.77,1.03,0.0,4.7,0.9,-0.4,2.1,SONNBLICK,2005,11
2005-11-05,2136,7,0.81,0.78,0.54,3.7,-2.3,-6.3,1.7,SONNBLICK,2005,11
2005-11-06,2137,8,0.96,0.64,0.53,0.0,-4.2,-5.6,-2.7,SONNBLICK,2005,11
2005-11-07,2138,5,0.95,0.78,0.0,3.0,-4.7,-7.9,-1.4,SONNBLICK,2005,11
2005-11-08,2139,1,0.51,1.23,0.0,9.0,-4.1,-6.2,-1.9,SONNBLICK,2005,11
2005-11-09,2140,0,0.78,1.2,0.0,9.8,-2.9,-4.5,-1.3,SONNBLICK,2005,11
2005-11-10,2141,1,0.64,1.18,0.0,9.7,-3.9,-5.2,-2.5,SONNBLICK,2005,11
2005-11-11,2142,2,0.32,1.12,0.0,9.5,-2.0,-5.0,1.1,SONNBLICK,2005,11
2005-11-12,2143,2,0.34,1.16,0.0,9.4,-1.8,-3.0,-0.6,SONNBLICK,2005,11
2005-11-13,2144,3,0.45,1.11,0.0,8.5,-1.1,-2.5,0.4,SONNBLICK,2005,11
2005-11-14,2145,1,0.26,1.12,0.0,9.5,-1.2,-2.2,-0.2,SONNBLICK,2005,11
2005-11-15,2146,3,0.81,1.07,0.0,9.2,-3.8,-6.2,-1.3,SONNBLICK,2005,11
2005-11-16,2147,7,0.96,0.46,0.97,0.0,-5.6,-6.5,-4.7,SONNBLICK,2005,11
2005-11-17,2148,6,0.9,0.96,0.5,6.2,-11.5,-16.8,-6.2,SONNBLICK,2005,11
2005-11-18,2149,8,0.9,0.98,1.93,0.0,-15.9,-17.5,-14.3,SONNBLICK,2005,11
2005-11-19,2150,8,0.87,0.64,0.42,0.0,-18.9,-20.6,-17.2,SONNBLICK,2005,11
2005-11-20,2151,6,0.86,0.84,1.03,1.3,-18.1,-21.0,-15.1,SONNBLICK,2005,11
2005-11-21,2152,8,0.9,0.64,1.84,0.0,-14.6,-16.1,-13.0,SONNBLICK,2005,11
2005-11-22,2153,8,0.88,0.68,0.36,0.0,-17.2,-19.3,-15.0,SONNBLICK,2005,11
2005-11-23,2154,4,0.87,0.92,0.0,7.7,-19.0,-21.0,-17.0,SONNBLICK,2005,11
2005-11-24,2155,7,0.89,0.69,0.03,2.7,-15.4,-17.8,-12.9,SONNBLICK,2005,11
2005-11-25,2156,7,0.9,0.57,0.87,0.0,-15.1,-16.6,-13.5,SONNBLICK,2005,11
2005-11-26,2157,8,0.91,0.38,1.87,0.0,-13.4,-15.1,-11.6,SONNBLICK,2005,11
2005-11-27,2158,5,0.92,0.56,0.56,0.0,-13.5,-16.0,-11.0,SONNBLICK,2005,11
2005-11-28,2159,5,0.9,0.76,0.39,4.1,-17.0,-17.9,-16.0,SONNBLICK,2005,11
2005-11-29,2160,6,0.91,0.4,0.68,0.0,-15.5,-18.0,-12.9,SONNBLICK,2005,11
2005-11-30,2161,5,0.94,1.01,0.05,2.4,-12.8,-14.3,-11.3,SONNBLICK,2005,11
2005-12-01,2162,3,0.92,0.69,0.0,3.0,-13.1,-14.6,-11.6,SONNBLICK,2005,12
2005-12-02,2163,1,0.67,0.89,1.0,8.5,-10.4,-13.0,-7.7,SONNBLICK,2005,12
2005-12-03,2164,8,0.99,0.31,1.46,0.0,-9.5,-11.2,-7.8,SONNBLICK,2005,12
2005-12-04,2165,4,0.98,0.74,0.9,3.6,-11.8,-13.2,-10.3,SONNBLICK,2005,12
2005-12-05,2166,7,0.99,0.52,1.29,0.0,-10.3,-11.7,-8.8,SONNBLICK,2005,12
2005-12-06,2167,8,0.98,0.4,1.92,0.0,-12.5,-14.2,-10.8,SONNBLICK,2005,12
2005-12-07,2168,8,0.97,0.7,0.3,0.0,-14.9,-15.8,-14.0,SONNBLICK,2005,12
2005-12-08,2169,3,0.92,0.82,0.05,6.7,-15.1,-16.2,-14.0,SONNBLICK,2005,12
2005-12-09,2170,7,0.95,0.46,0.12,0.3,-15.5,-16.9,-14.1,SONNBLICK,2005,12
2005-12-10,2171,1,0.55,0.85,0.0,8.3,-15.6,-17.8,-13.4,SONNBLICK,2005,12
2005-12-11,2172,1,0.4,0.83,0.0,8.6,-13.0,-15.4,-10.5,SONNBLICK,2005,12
2005-12-12,2173,5,0.93,0.63,0.21,3.2,-7.9,-10.7,-5.0,SONNBLICK,2005,12
2005-12-13,2174,4,0.98,0.74,0.0,1.0,-7.3,-9.4,-5.2,SONNBLICK,2005,12
2005-12-14,2175,3,0.61,0.81,0.0,7.7,-11.7,-14.2,-9.2,SONNBLICK,2005,12
2005-12-15,2176,3,0.68,0.75,0.66,8.3,-11.2,-14.5,-7.9,SONNBLICK,2005,12
2005-12-16,2177,8,0.98,0.3,3.48,0.0,-11.6,-14.8,-8.4,SONNBLICK,2005,12
2005-12-17,2178,8,0.91,0.32,2.59,0.0,-16.1,-21.9,-10.2,SONNBLICK,2005,12
2005-12-18,2179,8,0.9,0.52,0.88,0.0,-21.8,-22.6,-21.0,SONNBLICK,2005,12
2005-12-19,2180,5,0.94,0.55,0.65,4.0,-17.0,-21.3,-12.6,SONNBLICK,2005,12
2005-12-20,2181,5,0.95,0.66,0.28,4.2,-14.5,-16.4,-12.6,SONNBLICK,2005,12
2005-12-21,2182,3,0.69,0.8,0.0,5.4,-15.2,-16.7,-13.7,SONNBLICK,2005,12
2005-12-22,2183,5,0.87,0.45,0.89,0.0,-11.8,-13.7,-9.8,SONNBLICK,2005,12
2005-12-23,2184,8,0.96,0.52,0.68,0.0,-12.5,-13.8,-11.1,SONNBLICK,2005,12
2005-12-24,2185,3,0.77,0.79,0.0,6.0,-9.8,-12.2,-7.4,SONNBLICK,2005,12
2005-12-25,2186,4,0.59,0.74,0.0,5.4,-10.8,-13.6,-7.9,SONNBLICK,2005,12
2005-12-26,2187,5,0.86,0.7,0.05,4.6,-15.7,-17.8,-13.6,SONNBLICK,2005,12
2005-12-27,2188,7,0.97,0.48,0.31,0.0,-17.4,-18.5,-16.3,SONNBLICK,2005,12
2005-12-28,2189,5,0.99,0.48,0.74,0.0,-19.0,-22.0,-16.0,SONNBLICK,2005,12
2005-12-29,2190,5,0.97,0.56,0.16,0.0,-21.7,-24.0,-19.4,SONNBLICK,2005,12
2005-12-30,2191,1,0.83,0.83,0.2,6.8,-21.9,-23.5,-20.2,SONNBLICK,2005,12
2005-12-31,2192,5,0.95,0.72,0.45,4.5,-14.2,-20.5,-7.8,SONNBLICK,2005,12
2006-01-01,2193,8,0.98,0.41,0.97,0.0,-11.4,-14.0,-8.8,SONNBLICK,2006,1
2006-01-02,2194,8,0.97,0.44,1.03,0.0,-14.7,-15.5,-13.8,SONNBLICK,2006,1
2006-01-03,2195,8,0.97,0.4,0.35,0.0,-16.1,-17.0,-15.2,SONNBLICK,2006,1
2006-01-04,2196,2,0.96,0.86,0.0,8.4,-15.1,-17.2,-13.0,SONNBLICK,2006,1
2006-01-05,2197,8,0.97,0.43,0.45,0.0,-12.9,-14.0,-11.8,SONNBLICK,2006,1
2006-01-06,2198,8,0.99,0.61,0.33,0.0,-10.9,-12.3,-9.5,SONNBLICK,2006,1
2006-01-07,2199,0,0.96,0.86,0.0,8.2,-11.8,-12.8,-10.8,SONNBLICK,2006,1
