date,days,wind_speed,humidity,pressure,global_radiation,precipitation,temp_mean,temp_min,temp_max,city,year,month
2005-05-02,1949,2.1,0.62,1.0194,1.92,0.2,18.6,11.7,25.6,MONTELIMAR,2005,5
2005-05-03,1950,2.2,0.75,1.0178,2.29,0.02,19.0,12.4,25.6,MONTELIMAR,2005,5
2005-05-04,1951,4.5,0.67,1.0163,2.79,0.0,16.6,12.3,20.8,MONTELIMAR,2005,5
2005-05-05,1952,5.9,0.62,1.0163,2.83,0.0,14.8,11.3,18.3,MONTELIMAR,2005,5
2005-05-06,1953,6.2,0.61,1.019,2.86,0.0,14.4,9.9,18.8,MONTELIMAR,2005,5
2005-05-07,1954,4.8,0.61,1.0152,2.97,0.0,15.8,10.4,21.2,MONTELIMAR,2005,5
2005-05-08,1955,5.8,0.46,1.0124,3.25,0.0,15.6,11.9,19.2,MONTELIMAR,2005,5
2005-05-09,1956,4.9,0.47,1.0117,3.22,0.0,14.2,8.1,20.2,MONTELIMAR,2005,5
2005-05-10,1957,4.1,0.55,1.0128,1.99,0.0,16.0,11.0,20.9,MONTELIMAR,2005,5
2005-05-11,1958,5.4,0.48,1.0151,2.84,0.0,15.8,11.1,20.4,MONTELIMAR,2005,5
2005-05-12,1959,1.5,0.76,1.0143,0.87,0.08,13.0,9.7,16.2,MONTELIMAR,2005,5
2005-05-13,1960,2.6,0.69,1.0141,2.5,2.56,16.9,10.2,23.6,MONTELIMAR,2005,5
2005-05-14,1961,2.8,0.8,1.0157,2.23,0.76,17.0,13.0,20.9,MONTELIMAR,2005,5
2005-05-15,1962,3.0,0.67,1.0154,3.03,0.78,16.9,11.1,22.7,MONTELIMAR,2005,5
2005-05-16,1963,2.0,0.75,1.0128,2.55,0.02,16.2,10.9,21.4,MONTELIMAR,2005,5
2005-05-17,1964,5.2,0.66,1.0097,1.56,0.0,14.9,11.1,18.7,MONTELIMAR,2005,5
2005-05-18,1965,7.5,0.49,1.0177,3.33,0.0,14.8,12.4,17.2,MONTELIMAR,2005,5
2005-05-19,1966,5.3,0.53,1.0213,3.36,0.0,15.6,9.5,21.7,MONTELIMAR,2005,5
2005-05-20,1967,3.2,0.6,1.0199,3.25,0.0,18.6,10.1,27.0,MONTELIMAR,2005,5
2005-05-21,1968,3.0,0.59,1.0169,2.91,0.04,18.0,11.4,24.5,MONTELIMAR,2005,5
2005-05-22,1969,3.6,0.69,1.0143,2.39,0.68,18.6,13.3,24.0,MONTELIMAR,2005,5
2005-05-23,1970,4.9,0.7,1.0203,2.78,0.02,15.6,12.1,19.1,MONTELIMAR,2005,5
2005-05-24,1971,5.1,0.53,1.0229,3.36,0.0,17.6,12.2,22.9,MONTELIMAR,2005,5
2005-05-25,1972,2.4,0.63,1.0229,3.06,0.0,20.6,13.1,28.1,MONTELIMAR,2005,5
2005-05-26,1973,1.7,0.6,1.0206,3.39,0.0,20.6,11.0,30.2,MONTELIMAR,2005,5
2005-05-27,1974,2.4,0.56,1.0179,3.36,0.0,20.8,11.4,30.1,MONTELIMAR,2005,5
2005-05-28,1975,1.6,0.6,1.018,3.38,0.0,21.6,12.3,30.8,MONTELIMAR,2005,5
2005-05-29,1976,1.9,0.58,1.017,3.24,0.02,22.2,13.3,31.2,MONTELIMAR,2005,5
2005-05-30,1977,4.9,0.76,1.0212,1.3,0.02,19.4,16.2,22.6,MONTELIMAR,2005,5
2005-05-31,1978,7.9,0.51,1.0205,3.38,0.0,18.2,14.1,22.3,MONTELIMAR,2005,5
2005-06-01,1979,7.1,0.47,1.0177,3.35,0.0,19.6,15.0,24.2,MONTELIMAR,2005,6
2005-06-02,1980,3.5,0.54,1.0155,3.43,0.0,21.8,15.7,28.0,MONTELIMAR,2005,6
2005-06-03,1981,2.7,0.62,1.0149,3.16,0.0,21.4,12.7,30.1,MONTELIMAR,2005,6
2005-06-04,1982,5.4,0.61,1.0177,2.92,0.0,21.0,17.6,24.5,MONTELIMAR,2005,6
2005-06-05,1983,5.6,0.48,1.0183,3.32,0.0,19.7,15.7,23.7,MONTELIMAR,2005,6
2005-06-06,1984,5.6,0.59,1.0193,3.35,0.0,19.5,14.7,24.3,MONTELIMAR,2005,6
2005-06-07,1985,8.1,0.54,1.0231,3.43,0.0,19.8,16.5,23.0,MONTELIMAR,2005,6
2005-06-08,1986,6.9,0.42,1.0256,3.37,0.0,16.3,11.7,20.9,MONTELIMAR,2005,6
2005-06-09,1987,6.8,0.41,1.0207,3.16,0.0,17.4,12.6,22.1,MONTELIMAR,2005,6
2005-06-10,1988,4.0,0.45,1.0174,3.53,0.0,15.5,7.5,23.5,MONTELIMAR,2005,6
2005-06-11,1989,2.7,0.6,1.0128,3.19,0.0,17.0,7.5,26.5,MONTELIMAR,2005,6
2005-06-12,1990,2.3,0.7,1.0108,2.03,0.02,19.8,13.9,25.7,MONTELIMAR,2005,6
2005-06-13,1991,2.9,0.69,1.0104,2.89,0.6,20.9,14.9,26.9,MONTELIMAR,2005,6
2005-06-14,1992,2.5,0.8,1.0139,1.78,0.0,19.6,15.6,23.6,MONTELIMAR,2005,6
2005-06-15,1993,4.9,0.6,1.0188,2.99,0.0,20.8,14.9,26.7,MONTELIMAR,2005,6
2005-06-16,1994,6.6,0.56,1.0222,3.33,0.0,23.0,18.9,27.2,MONTELIMAR,2005,6
2005-06-17,1995,6.9,0.52,1.0235,3.49,0.0,24.5,19.4,29.6,MONTELIMAR,2005,6
2005-06-18,1996,3.8,0.56,1.0189,3.31,0.0,27.2,21.3,33.0,MONTELIMAR,2005,6
2005-06-19,1997,2.8,0.61,1.0144,3.28,0.0,26.6,18.5,34.7,MONTELIMAR,2005,6
2005-06-20,1998,2.4,0.58,1.0138,3.27,0.0,27.2,18.5,35.8,MONTELIMAR,2005,6
2005-06-21,1999,1.4,0.64,1.0166,2.18,0.0,26.1,19.1,33.1,MONTELIMAR,2005,6
2005-06-22,2000,1.9,0.68,1.0186,3.11,0.08,26.8,17.9,35.8,MONTELIMAR,2005,6
2005-06-23,2001,2.4,0.68,1.0186,3.19,0.0,26.0,18.3,33.7,MONTELIMAR,2005,6
2005-06-24,2002,2.8,0.63,1.0163,3.3,0.06,25.5,17.9,33.1,MONTELIMAR,2005,6
2005-06-25,2003,1.4,0.74,1.0171,2.74,0.28,27.0,20.6,33.4,MONTELIMAR,2005,6
2005-06-26,2004,1.2,0.57,1.0186,3.43,0.0,26.2,16.1,36.4,MONTELIMAR,2005,6
2005-06-27,2005,1.9,0.56,1.0176,3.24,0.0,26.6,17.2,35.9,MONTELIMAR,2005,6
2005-06-28,2006,1.9,0.57,1.0137,2.46,0.0,27.0,18.4,35.7,MONTELIMAR,2005,6
2005-06-29,2007,2.9,0.64,1.0099,2.28,0.5,27.7,20.0,35.4,MONTELIMAR,2005,6
2005-06-30,2008,3.3,0.56,1.0123,3.33,0.0,23.3,17.2,29.4,MONTELIMAR,2005,6
2005-07-01,2009,6.0,0.47,1.0185,3.58,0.0,22.1,19.0,25.2,MONTELIMAR,2005,7
2005-07-02,2010,7.0,0.53,1.0187,3.46,0.0,23.2,17.8,28.6,MONTELIMAR,2005,7
2005-07-03,2011,3.5,0.53,1.0147,3.44,0.0,26.8,20.0,33.6,MONTELIMAR,2005,7
2005-07-04,2012,3.4,0.7,1.0132,1.34,0.26,23.4,19.4,27.4,MONTELIMAR,2005,7
2005-07-05,2013,6.0,0.44,1.0151,3.55,0.0,20.5,16.5,24.5,MONTELIMAR,2005,7
2005-07-06,2014,2.9,0.58,1.0141,2.65,0.0,21.4,13.7,29.2,MONTELIMAR,2005,7
2005-07-07,2015,4.0,0.61,1.0156,2.17,0.0,19.8,15.8,23.7,MONTELIMAR,2005,7
2005-07-08,2016,5.1,0.58,1.016,2.99,0.0,19.0,15.0,23.1,MONTELIMAR,2005,7
2005-07-09,2017,3.8,0.59,1.0163,2.62,0.02,19.2,14.2,24.2,MONTELIMAR,2005,7
2005-07-10,2018,5.4,0.6,1.0176,2.55,0.0,21.6,16.3,26.9,MONTELIMAR,2005,7
2005-07-11,2019,7.1,0.5,1.0186,3.09,0.0,24.9,20.0,29.8,MONTELIMAR,2005,7
2005-07-12,2020,5.2,0.49,1.0185,3.37,0.0,24.6,19.3,29.8,MONTELIMAR,2005,7
2005-07-13,2021,4.2,0.5,1.018,3.13,0.0,25.7,20.2,31.2,MONTELIMAR,2005,7
2005-07-14,2022,1.9,0.54,1.0191,3.27,0.0,25.2,16.2,34.3,MONTELIMAR,2005,7
2005-07-15,2023,2.2,0.54,1.0192,3.17,0.0,24.8,15.8,33.9,MONTELIMAR,2005,7
2005-07-16,2024,1.8,0.57,1.0161,3.1,0.0,25.8,16.2,35.3,MONTELIMAR,2005,7
2005-07-17,2025,2.1,0.54,1.013,3.25,0.0,27.0,16.3,37.6,MONTELIMAR,2005,7
2005-07-18,2026,3.0,0.74,1.0133,2.1,0.14,25.7,21.0,30.4,MONTELIMAR,2005,7
2005-07-19,2027,3.8,0.53,1.021,3.17,0.0,23.0,17.1,28.9,MONTELIMAR,2005,7
2005-07-20,2028,6.4,0.46,1.0226,3.37,0.0,23.3,17.9,28.8,MONTELIMAR,2005,7
2005-07-21,2029,5.9,0.5,1.0175,3.32,0.0,23.7,18.2,29.1,MONTELIMAR,2005,7
2005-07-22,2030,5.4,0.46,1.0118,3.2,0.0,23.9,18.6,29.2,MONTELIMAR,2005,7
2005-07-23,2031,3.8,0.47,1.0102,2.62,0.0,22.8,17.6,27.9,MONTELIMAR,2005,7
2005-07-24,2032,3.1,0.6,1.0099,2.96,0.0,25.0,16.7,33.2,MONTELIMAR,2005,7
2005-07-25,2033,2.9,0.64,1.0104,2.88,0.0,26.3,21.1,31.5,MONTELIMAR,2005,7
2005-07-26,2034,2.0,0.57,1.0107,2.8,0.0,28.3,21.1,35.5,MONTELIMAR,2005,7
2005-07-27,2035,3.1,0.58,1.0124,3.05,0.0,26.1,18.1,34.1,MONTELIMAR,2005,7
2005-07-28,2036,3.9,0.58,1.0135,3.05,0.0,27.6,19.8,35.5,MONTELIMAR,2005,7
2005-07-29,2037,3.4,0.64,1.0134,1.99,0.0,26.3,20.2,32.4,MONTELIMAR,2005,7
2005-07-30,2038,5.0,0.52,1.0149,2.95,0.0,24.9,20.0,29.8,MONTELIMAR,2005,7
2005-07-31,2039,5.4,0.43,1.0153,3.24,0.0,23.6,19.0,28.2,MONTELIMAR,2005,7
2005-08-01,2040,4.6,0.49,1.0154,1.68,0.04,21.8,17.4,26.1,MONTELIMAR,2005,8
2005-08-02,2041,4.8,0.78,1.0169,1.38,0.26,19.8,16.4,23.3,MONTELIMAR,2005,8
2005-08-03,2042,6.8,0.54,1.0194,3.12,0.0,22.0,17.0,27.1,MONTELIMAR,2005,8
2005-08-04,2043,6.9,0.44,1.0213,3.2,0.0,23.3,19.3,27.4,MONTELIMAR,2005,8
2005-08-05,2044,5.5,0.39,1.0198,3.12,0.0,23.2,16.8,29.7,MONTELIMAR,2005,8
2005-08-06,2045,5.4,0.44,1.0161,2.88,0.0,23.4,17.1,29.6,MONTELIMAR,2005,8
2005-08-07,2046,5.1,0.5,1.0134,1.7,0.0,20.8,17.6,24.0,MONTELIMAR,2005,8
2005-08-08,2047,7.1,0.42,1.0141,3.11,0.0,20.7,15.7,25.7,MONTELIMAR,2005,8
2005-08-09,2048,3.6,0.46,1.0136,2.95,0.0,22.4,14.6,30.3,MONTELIMAR,2005,8
2005-08-10,2049,2.1,0.58,1.0114,2.35,0.1,23.8,15.5,32.0,MONTELIMAR,2005,8
2005-08-11,2050,3.8,0.85,1.013,0.58,1.14,18.4,17.0,19.8,MONTELIMAR,2005,8
2005-08-12,2051,4.3,0.54,1.0143,3.01,0.0,22.9,16.3,29.5,MONTELIMAR,2005,8
2005-08-13,2052,4.0,0.49,1.0173,2.95,0.0,23.0,17.4,28.7,MONTELIMAR,2005,8
2005-08-14,2053,3.2,0.56,1.0175,2.62,0.0,22.2,14.8,29.7,MONTELIMAR,2005,8
2005-08-15,2054,7.7,0.52,1.018,2.84,0.0,20.7,17.2,24.1,MONTELIMAR,2005,8
2005-08-16,2055,6.4,0.57,1.0149,3.01,0.0,20.4,15.2,25.5,MONTELIMAR,2005,8
2005-08-17,2056,2.9,0.52,1.0143,2.67,0.06,23.5,15.4,31.6,MONTELIMAR,2005,8
2005-08-18,2057,1.5,0.62,1.0148,1.88,0.0,23.9,18.0,29.8,MONTELIMAR,2005,8
2005-08-19,2058,2.1,0.58,1.0166,2.5,0.0,22.4,14.4,30.5,MONTELIMAR,2005,8
2005-08-20,2059,6.1,0.49,1.0154,2.63,0.0,22.0,18.1,26.0,MONTELIMAR,2005,8
2005-08-21,2060,4.4,0.8,1.0141,0.73,0.28,17.0,15.4,18.7,MONTELIMAR,2005,8
2005-08-22,2061,4.9,0.71,1.0144,1.21,0.0,19.3,15.4,23.2,MONTELIMAR,2005,8
2005-08-23,2062,6.5,0.6,1.0148,2.66,0.0,21.0,16.3,25.8,MONTELIMAR,2005,8
2005-08-24,2063,4.8,0.63,1.0141,2.69,0.0,22.0,17.7,26.4,MONTELIMAR,2005,8
2005-08-25,2064,2.4,0.57,1.0134,2.37,0.0,23.3,14.5,32.1,MONTELIMAR,2005,8
2005-08-26,2065,3.4,0.65,1.0176,1.82,0.0,21.1,15.9,26.3,MONTELIMAR,2005,8
2005-08-27,2066,2.9,0.78,1.0174,0.69,0.2,19.0,16.0,21.9,MONTELIMAR,2005,8
2005-08-28,2067,5.5,0.68,1.0184,2.62,0.0,20.3,14.7,25.9,MONTELIMAR,2005,8
2005-08-29,2068,1.9,0.6,1.0212,2.58,0.0,23.6,15.1,32.1,MONTELIMAR,2005,8
2005-08-30,2069,2.0,0.58,1.0208,2.47,0.0,24.7,15.4,33.9,MONTELIMAR,2005,8
2005-08-31,2070,2.0,0.59,1.017,2.5,0.0,24.2,14.9,33.5,MONTELIMAR,2005,8
2005-09-01,2071,1.8,0.58,1.0168,2.41,0.0,24.3,14.5,34.1,MONTELIMAR,2005,9
2005-09-02,2072,3.9,0.62,1.0203,2.4,0.0,26.5,21.3,31.7,MONTELIMAR,2005,9
2005-09-03,2073,1.1,0.63,1.0217,2.34,0.0,26.4,17.6,35.2,MONTELIMAR,2005,9
2005-09-04,2074,1.4,0.74,1.0194,2.14,0.26,27.6,20.9,34.4,MONTELIMAR,2005,9
2005-09-05,2075,1.6,0.9,1.0164,0.62,0.5,21.9,20.4,23.4,MONTELIMAR,2005,9
2005-09-06,2076,2.5,0.94,1.0113,0.35,6.9,18.3,16.6,20.0,MONTELIMAR,2005,9
2005-09-07,2077,1.9,0.82,1.0139,1.56,0.0,20.7,16.3,25.1,MONTELIMAR,2005,9
2005-09-08,2078,1.5,0.95,1.0152,0.5,1.82,17.2,14.5,20.0,MONTELIMAR,2005,9
2005-09-09,2079,1.0,0.8,1.0128,1.85,0.0,21.3,16.4,26.3,MONTELIMAR,2005,9
2005-09-10,2080,1.8,0.9,1.0126,0.83,0.82,19.3,15.9,22.8,MONTELIMAR,2005,9
2005-09-11,2081,3.1,0.86,1.0123,1.18,0.04,18.6,15.0,22.1,MONTELIMAR,2005,9
2005-09-12,2082,2.1,0.8,1.0162,1.63,0.0,17.5,11.5,23.5,MONTELIMAR,2005,9
2005-09-13,2083,4.0,0.73,1.0217,2.19,0.0,20.2,15.9,24.5,MONTELIMAR,2005,9
2005-09-14,2084,5.3,0.72,1.0235,2.22,0.0,21.0,16.8,25.3,MONTELIMAR,2005,9
2005-09-15,2085,5.0,0.68,1.0184,2.22,0.0,21.8,17.5,26.2,MONTELIMAR,2005,9
2005-09-16,2086,2.9,0.66,1.0089,2.18,0.0,21.8,15.7,28.0,MONTELIMAR,2005,9
2005-09-17,2087,10.0,0.63,1.0113,1.54,0.0,15.2,13.5,17.0,MONTELIMAR,2005,9
2005-09-18,2088,7.8,0.68,1.0165,1.79,0.16,14.3,11.5,17.1,MONTELIMAR,2005,9
2005-09-19,2089,5.5,0.72,1.0201,1.22,0.0,14.0,11.7,16.4,MONTELIMAR,2005,9
2005-09-20,2090,7.2,0.59,1.0196,2.16,0.0,16.6,12.9,20.2,MONTELIMAR,2005,9
2005-09-21,2091,5.0,0.6,1.0182,2.12,0.0,16.4,11.7,21.2,MONTELIMAR,2005,9
2005-09-22,2092,1.9,0.72,1.0189,2.03,0.0,17.8,10.7,24.8,MONTELIMAR,2005,9
2005-09-23,2093,1.2,0.77,1.0186,1.83,0.02,16.4,7.9,24.8,MONTELIMAR,2005,9
2005-09-24,2094,1.1,0.76,1.0172,1.92,0.0,19.2,11.9,26.6,MONTELIMAR,2005,9
2005-09-25,2095,2.2,0.79,1.0161,1.52,0.28,20.0,15.0,25.0,MONTELIMAR,2005,9
2005-09-26,2096,2.5,0.8,1.0214,1.56,0.0,19.8,16.0,23.5,MONTELIMAR,2005,9
2005-09-27,2097,1.4,0.86,1.0225,1.33,0.0,19.0,13.8,24.2,MONTELIMAR,2005,9
2005-09-28,2098,1.9,0.74,1.0219,1.92,0.0,19.4,13.6,25.3,MONTELIMAR,2005,9
2005-09-29,2099,5.0,0.62,1.0226,1.62,0.0,17.9,13.9,21.9,MONTELIMAR,2005,9
2005-09-30,2100,7.9,0.6,1.0224,1.85,0.0,16.4,12.5,20.2,MONTELIMAR,2005,9
2005-10-01,2101,4.0,0.71,1.0188,0.76,0.0,15.9,13.0,18.8,MONTELIMAR,2005,10
2005-10-02,2102,5.1,0.66,1.0183,1.49,0.0,15.0,12.2,17.7,MONTELIMAR,2005,10
2005-10-03,2103,7.0,0.65,1.0189,0.75,0.06,14.0,12.4,15.5,MONTELIMAR,2005,10
2005-10-04,2104,4.6,0.77,1.0198,1.15,0.0,15.4,12.3,18.5,MONTELIMAR,2005,10
2005-10-05,2105,5.0,0.72,1.0205,1.6,0.0,15.5,12.2,18.8,MONTELIMAR,2005,10
2005-10-06,2106,3.6,0.72,1.0208,1.6,0.0,16.6,13.4,19.9,MONTELIMAR,2005,10
2005-10-07,2107,2.3,0.75,1.0194,1.62,0.0,16.0,9.5,22.4,MONTELIMAR,2005,10
2005-10-08,2108,1.2,0.82,1.0206,1.62,0.02,14.8,6.8,22.7,MONTELIMAR,2005,10
2005-10-09,2109,1.4,0.79,1.0226,1.69,0.02,15.6,7.1,24.0,MONTELIMAR,2005,10
2005-10-10,2110,2.6,0.75,1.0227,1.58,0.0,15.6,7.7,23.6,MONTELIMAR,2005,10
2005-10-11,2111,2.9,0.66,1.0202,1.36,0.0,16.9,11.4,22.4,MONTELIMAR,2005,10
2005-10-12,2112,2.1,0.54,1.0187,0.53,0.0,17.6,15.7,19.4,MONTELIMAR,2005,10
2005-10-13,2113,1.1,0.68,1.0184,0.89,0.0,17.0,11.7,22.4,MONTELIMAR,2005,10
2005-10-14,2114,1.8,0.78,1.0228,1.42,0.0,16.2,8.1,24.4,MONTELIMAR,2005,10
2005-10-15,2115,1.5,0.91,1.0245,0.34,0.34,13.8,11.1,16.4,MONTELIMAR,2005,10
2005-10-16,2116,1.0,0.9,1.0215,1.07,0.02,17.0,11.3,22.7,MONTELIMAR,2005,10
2005-10-17,2117,1.5,0.86,1.0179,1.34,0.04,17.6,11.9,23.4,MONTELIMAR,2005,10
2005-10-18,2118,2.1,0.83,1.0167,0.7,2.64,18.0,15.4,20.6,MONTELIMAR,2005,10
2005-10-19,2119,0.9,0.95,1.0169,0.48,0.1,16.4,14.1,18.7,MONTELIMAR,2005,10
2005-10-20,2120,1.8,0.87,1.0152,1.15,0.2,18.2,15.1,21.3,MONTELIMAR,2005,10
2005-10-21,2121,1.0,0.96,1.0119,0.16,1.8,15.7,14.7,16.7,MONTELIMAR,2005,10
2005-10-22,2122,1.2,0.89,1.0123,0.65,2.28,18.5,15.4,21.6,MONTELIMAR,2005,10
2005-10-23,2123,2.4,0.86,1.0178,1.12,0.06,17.2,14.8,19.7,MONTELIMAR,2005,10
2005-10-24,2124,2.1,0.86,1.0219,1.26,0.0,15.2,9.0,21.3,MONTELIMAR,2005,10
2005-10-25,2125,1.7,0.88,1.023,0.95,0.0,16.8,12.8,20.8,MONTELIMAR,2005,10
2005-10-26,2126,1.8,0.89,1.0237,1.21,0.0,15.6,10.2,21.1,MONTELIMAR,2005,10
2005-10-27,2127,3.4,0.84,1.0229,1.27,0.0,17.8,13.9,21.7,MONTELIMAR,2005,10
2005-10-28,2128,3.0,0.83,1.0223,1.11,0.0,18.0,14.3,21.7,MONTELIMAR,2005,10
2005-10-29,2129,1.9,0.86,1.022,1.11,0.0,17.2,13.1,21.3,MONTELIMAR,2005,10
2005-10-30,2130,1.9,0.84,1.0198,0.8,0.02,16.4,11.3,21.5,MONTELIMAR,2005,10
2005-10-31,2131,2.2,0.78,1.0154,0.66,3.46,16.0,10.5,21.6,MONTELIMAR,2005,10
2005-11-01,2132,1.3,0.86,1.0206,1.15,0.02,15.0,9.1,20.9,MONTELIMAR,2005,11
2005-11-02,2133,1.2,0.88,1.0209,0.92,0.02,13.7,7.7,19.7,MONTELIMAR,2005,11
2005-11-03,2134,2.3,0.87,1.0201,0.84,0.0,17.4,13.1,21.6,MONTELIMAR,2005,11
2005-11-04,2135,3.4,0.84,1.0188,0.16,5.08,16.2,13.7,18.7,MONTELIMAR,2005,11
2005-11-05,2136,6.5,0.72,1.0254,0.87,0.0,13.6,12.0,15.2,MONTELIMAR,2005,11
2005-11-06,2137,5.7,0.75,1.0253,1.16,0.0,10.8,7.4,14.2,MONTELIMAR,2005,11
2005-11-07,2138,3.3,0.8,1.0261,1.16,0.0,10.5,5.3,15.7,MONTELIMAR,2005,11
2005-11-08,2139,2.3,0.83,1.025,1.1,0.02,10.6,2.5,18.6,MONTELIMAR,2005,11
2005-11-09,2140,3.2,0.9,1.0245,0.32,1.72,12.2,7.8,16.5,MONTELIMAR,2005,11
2005-11-10,2141,7.2,0.78,1.0332,0.65,0.0,12.2,11.3,13.2,MONTELIMAR,2005,11
2005-11-11,2142,3.3,0.81,1.03,1.01,0.0,12.2,10.2,14.2,MONTELIMAR,2005,11
2005-11-12,2143,1.2,0.91,1.0181,0.36,0.52,11.0,6.1,15.8,MONTELIMAR,2005,11
2005-11-13,2144,2.4,0.83,1.0162,0.49,0.0,12.7,9.5,15.9,MONTELIMAR,2005,11
2005-11-14,2145,5.2,0.84,1.0193,0.68,0.0,11.4,9.4,13.4,MONTELIMAR,2005,11
2005-11-15,2146,3.2,0.83,1.013,0.84,0.02,11.0,7.5,14.4,MONTELIMAR,2005,11
2005-11-16,2147,3.0,0.84,1.0065,0.65,0.0,9.9,5.6,14.2,MONTELIMAR,2005,11
2005-11-17,2148,7.7,0.68,1.0126,0.97,0.0,7.4,5.6,9.3,MONTELIMAR,2005,11
2005-11-18,2149,6.3,0.7,1.0184,0.96,0.0,5.6,3.2,8.1,MONTELIMAR,2005,11
2005-11-19,2150,5.9,0.74,1.0256,0.94,0.0,4.5,1.9,7.2,MONTELIMAR,2005,11
2005-11-20,2151,4.7,0.78,1.0306,0.88,0.0,3.8,0.4,7.3,MONTELIMAR,2005,11
2005-11-21,2152,7.7,0.79,1.0254,0.88,0.0,2.7,-0.4,5.8,MONTELIMAR,2005,11
2005-11-22,2153,7.5,0.66,1.0236,0.78,0.0,4.2,1.9,6.5,MONTELIMAR,2005,11
2005-11-23,2154,6.3,0.69,1.0219,0.44,0.0,3.1,1.6,4.6,MONTELIMAR,2005,11
2005-11-24,2155,6.0,0.61,1.0169,0.83,0.0,1.2,-0.8,3.3,MONTELIMAR,2005,11
2005-11-25,2156,0.9,0.89,1.0009,0.37,0.08,2.6,0.5,4.6,MONTELIMAR,2005,11
2005-11-26,2157,2.9,0.93,0.9979,0.7,0.0,1.8,-1.5,5.1,MONTELIMAR,2005,11
2005-11-27,2158,1.9,0.91,1.0026,0.52,0.0,0.8,-1.9,3.5,MONTELIMAR,2005,11
2005-11-28,2159,0.8,0.91,1.008,0.49,0.04,0.0,-4.1,4.2,MONTELIMAR,2005,11
2005-11-29,2160,1.4,0.94,1.0073,0.26,0.22,3.9,1.6,6.2,MONTELIMAR,2005,11
2005-11-30,2161,5.4,0.78,1.0132,0.53,0.0,3.4,0.6,6.2,MONTELIMAR,2005,11
2005-12-01,2162,2.7,0.74,1.0115,0.81,0.08,5.9,-0.3,12.1,MONTELIMAR,2005,12
2005-12-02,2163,4.8,0.88,1.0006,0.06,1.22,7.8,2.0,13.7,MONTELIMAR,2005,12
2005-12-03,2164,0.8,0.93,1.0089,0.46,0.0,6.6,2.7,10.4,MONTELIMAR,2005,12
2005-12-04,2165,2.3,0.87,1.0095,0.4,0.26,8.8,4.7,13.0,MONTELIMAR,2005,12
2005-12-05,2166,1.4,0.94,1.0056,0.25,0.3,6.6,4.7,8.6,MONTELIMAR,2005,12
2005-12-06,2167,1.8,0.91,1.0101,0.4,0.04,5.1,1.9,8.4,MONTELIMAR,2005,12
2005-12-07,2168,2.4,0.87,1.0206,0.72,0.16,5.0,1.5,8.4,MONTELIMAR,2005,12
2005-12-08,2169,1.8,0.94,1.0211,0.37,0.24,3.6,-0.2,7.4,MONTELIMAR,2005,12
2005-12-09,2170,7.8,0.73,1.026,0.33,0.02,5.6,3.4,7.8,MONTELIMAR,2005,12
2005-12-10,2171,7.4,0.68,1.032,0.61,0.0,4.8,3.3,6.3,MONTELIMAR,2005,12
2005-12-11,2172,6.9,0.7,1.0295,0.74,0.0,3.0,1.6,4.4,MONTELIMAR,2005,12
2005-12-12,2173,6.6,0.69,1.026,0.22,0.0,1.5,0.0,3.0,MONTELIMAR,2005,12
2005-12-13,2174,7.1,0.71,1.0261,0.68,0.0,3.3,1.0,5.6,MONTELIMAR,2005,12
2005-12-14,2175,9.8,0.68,1.0204,0.22,0.0,4.1,3.0,5.2,MONTELIMAR,2005,12
2005-12-15,2176,8.9,0.73,1.021,0.51,0.0,4.8,3.6,6.0,MONTELIMAR,2005,12
2005-12-16,2177,6.6,0.76,1.0164,0.54,0.0,6.6,3.9,9.3,MONTELIMAR,2005,12
2005-12-17,2178,6.9,0.59,1.0149,0.61,0.0,6.1,4.5,7.7,MONTELIMAR,2005,12
2005-12-18,2179,5.2,0.66,1.025,0.63,0.0,3.0,0.9,5.0,MONTELIMAR,2005,12
2005-12-19,2180,5.2,0.67,1.0276,0.72,0.0,1.9,-1.0,4.8,MONTELIMAR,2005,12
2005-12-20,2181,6.1,0.78,1.0309,0.28,0.0,3.3,2.4,4.2,MONTELIMAR,2005,12
2005-12-21,2182,7.9,0.77,1.0318,0.51,0.0,1.9,0.8,3.0,MONTELIMAR,2005,12
2005-12-22,2183,7.6,0.76,1.0319,0.41,0.0,1.4,0.4,2.3,MONTELIMAR,2005,12
2005-12-23,2184,6.7,0.82,1.0273,0.7,0.0,2.6,0.0,5.2,MONTELIMAR,2005,12
2005-12-24,2185,2.6,0.83,1.0252,0.25,0.0,3.4,1.5,5.2,MONTELIMAR,2005,12
2005-12-25,2186,6.0,0.82,1.0186,0.44,0.0,4.7,3.5,5.9,MONTELIMAR,2005,12
2005-12-26,2187,5.8,0.72,1.0111,0.53,0.0,4.4,2.9,5.9,MONTELIMAR,2005,12
2005-12-27,2188,5.2,0.69,1.0065,0.62,0.0,1.9,-0.6,4.3,MONTELIMAR,2005,12
2005-12-28,2189,3.6,0.73,1.0116,0.66,0.0,-2.2,-5.0,0.7,MONTELIMAR,2005,12
2005-12-29,2190,4.6,0.74,1.0184,0.55,0.0,-0.7,-2.8,1.4,MONTELIMAR,2005,12
2005-12-30,2191,2.9,0.8,1.0196,0.29,0.04,-2.6,-5.7,0.4,MONTELIMAR,2005,12
2005-12-31,2192,1.8,0.91,1.0144,0.13,0.0,1.6,-1.8,4.9,MONTELIMAR,2005,12
