date,days,cloud_cover,wind_speed,wind_gust,humidity,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city
2004-09-30,1735,4,4.2,9.8,0.84,1.17,0.0,4.6,10.6,6.5,14.0,DRESDEN
2004-10-01,1736,4,2.4,5.6,0.82,1.44,0.0,6.7,10.0,5.4,16.1,DRESDEN
2004-10-02,1737,6,2.7,5.3,0.95,0.66,0.17,2.3,10.7,5.1,14.8,DRESDEN
2004-10-03,1738,5,2.9,7.0,0.8,1.49,0.0,9.1,12.8,8.4,17.3,DRESDEN
2004-10-04,1739,6,5.1,10.3,0.72,1.36,0.0,6.5,14.3,7.2,20.3,DRESDEN
2004-10-05,1740,2,5.4,10.6,0.68,1.45,0.0,10.1,18.6,12.4,26.3,DRESDEN
2004-10-06,1741,6,4.8,11.4,0.82,0.65,0.79,2.8,16.1,11.3,20.4,DRESDEN
2004-10-07,1742,4,3.0,8.5,0.76,1.46,0.0,8.4,12.3,7.5,16.3,DRESDEN
2004-10-08,1743,7,2.5,5.9,0.93,0.37,0.19,0.3,8.6,5.9,11.0,DRESDEN
2004-10-09,1744,5,2.2,6.2,0.92,0.91,0.0,4.5,8.0,4.4,11.8,DRESDEN
2004-10-10,1745,4,1.9,5.9,0.87,0.9,0.0,2.4,5.2,1.8,9.8,DRESDEN
2004-10-11,1746,2,5.2,12.7,0.73,1.32,0.0,7.6,4.9,0.9,9.3,DRESDEN
2004-10-12,1747,0,5.7,15.9,0.62,1.48,0.0,10.5,5.0,-1.7,10.9,DRESDEN
2004-10-13,1748,4,7.3,14.5,0.63,1.28,0.0,9.3,8.4,5.7,12.2,DRESDEN
2004-10-14,1749,6,8.9,16.4,0.76,1.19,0.0,7.5,7.0,5.1,9.6,DRESDEN
2004-10-15,1750,5,6.5,13.6,0.88,0.36,0.46,1.6,7.4,6.5,8.4,DRESDEN
2004-10-16,1751,7,2.9,9.9,0.92,0.44,0.36,0.1,7.8,6.6,9.4,DRESDEN
2004-10-17,1752,6,5.6,13.6,0.78,0.5,0.0,1.3,7.6,5.0,10.7,DRESDEN
2004-10-18,1753,7,7.7,18.1,0.73,0.59,0.0,1.6,9.4,7.4,11.9,DRESDEN
2004-10-19,1754,2,3.5,10.1,0.78,1.21,0.0,9.6,8.5,3.3,12.9,DRESDEN
2004-10-20,1755,6,6.5,13.9,0.76,0.88,0.24,5.7,9.1,2.6,13.4,DRESDEN
2004-10-21,1756,5,5.4,16.2,0.79,1.02,0.1,6.3,13.8,8.7,20.7,DRESDEN
2004-10-22,1757,2,4.4,10.6,0.71,1.18,0.0,9.7,11.4,6.0,17.5,DRESDEN
2004-10-23,1758,6,6.5,15.5,0.65,0.77,0.0,4.3,15.5,10.3,19.0,DRESDEN
2004-10-24,1759,5,5.6,13.5,0.6,1.04,0.0,8.2,17.1,13.6,21.8,DRESDEN
2004-10-25,1760,6,4.9,10.4,0.73,0.57,0.04,3.5,15.0,11.1,19.2,DRESDEN
2004-10-26,1761,8,1.6,6.9,0.96,0.08,1.33,0.0,10.3,8.5,13.4,DRESDEN
2004-10-27,1762,8,3.3,9.5,0.94,0.45,0.08,0.4,8.5,7.3,9.9,DRESDEN
2004-10-28,1763,8,3.0,7.6,0.97,0.31,0.01,0.6,10.2,8.5,12.9,DRESDEN
2004-10-29,1764,7,4.7,11.0,0.87,0.65,0.09,2.8,13.6,10.1,17.5,DRESDEN
2004-10-30,1765,7,3.1,9.2,0.97,0.26,0.41,0.1,11.6,9.7,13.4,DRESDEN
2004-10-31,1766,7,2.0,6.1,0.94,0.39,0.0,0.0,10.3,8.6,12.2,DRESDEN
2004-11-01,1767,8,3.5,8.0,0.92,0.3,0.0,0.5,8.8,7.5,10.1,DRESDEN
2004-11-02,1768,8,4.9,12.8,0.9,0.16,0.0,0.0,9.1,7.0,11.2,DRESDEN
2004-11-03,1769,7,3.4,10.5,0.85,0.53,0.0,0.6,12.4,10.2,15.1,DRESDEN
2004-11-04,1770,7,2.4,7.3,0.93,0.32,0.02,0.3,11.8,9.4,14.7,DRESDEN
2004-11-05,1771,7,4.8,13.4,0.83,0.43,0.09,2.3,9.5,5.7,11.8,DRESDEN
2004-11-06,1772,7,5.8,13.5,0.88,0.18,0.58,0.2,5.4,4.5,6.6,DRESDEN
2004-11-07,1773,8,4.1,11.4,0.97,0.24,0.52,0.2,4.1,2.7,5.2,DRESDEN
2004-11-08,1774,8,3.1,7.1,0.98,0.2,0.44,0.0,2.7,1.9,3.6,DRESDEN
2004-11-09,1775,8,3.5,11.6,0.99,0.05,1.69,0.0,2.6,0.7,4.4,DRESDEN
2004-11-10,1776,6,4.8,13.1,0.82,0.43,0.0,1.1,2.6,-0.1,5.2,DRESDEN
2004-11-11,1777,5,1.5,5.7,0.96,0.54,0.0,3.0,2.2,-1.0,4.9,DRESDEN
2004-11-12,1778,8,2.7,9.6,0.95,0.23,0.47,0.0,3.7,1.1,6.1,DRESDEN
2004-11-13,1779,7,5.3,11.0,0.92,0.31,0.04,1.1,3.5,0.8,5.3,DRESDEN
2004-11-14,1780,6,2.8,6.1,0.95,0.35,0.0,0.8,1.2,0.0,3.0,DRESDEN
2004-11-15,1781,8,3.6,10.8,0.9,0.4,0.07,1.1,3.4,0.4,6.0,DRESDEN
2004-11-16,1782,8,5.7,12.2,0.98,0.09,0.57,0.0,5.3,3.8,7.0,DRESDEN
2004-11-17,1783,8,9.3,18.2,0.91,0.15,0.53,0.0,8.0,6.7,10.0,DRESDEN
2004-11-18,1784,8,9.3,22.8,0.84,0.16,2.16,0.0,6.9,1.9,10.9,DRESDEN
2004-11-19,1785,6,5.3,14.6,0.98,0.19,0.51,0.0,0.5,-2.2,6.7,DRESDEN
2004-11-20,1786,8,7.3,14.7,0.97,0.23,0.16,0.0,0.3,-1.5,1.2,DRESDEN
2004-11-21,1787,7,5.8,13.2,0.91,0.36,0.19,0.7,0.8,-0.7,2.2,DRESDEN
2004-11-22,1788,7,7.4,17.7,0.9,0.11,1.14,0.0,4.9,0.0,9.2,DRESDEN
2004-11-23,1789,6,8.4,19.2,0.81,0.34,0.36,1.7,5.0,0.4,9.5,DRESDEN
2004-11-24,1790,4,3.9,9.6,0.87,0.43,0.0,3.1,-0.5,-2.3,0.9,DRESDEN
2004-11-25,1791,4,3.1,5.9,0.72,0.58,0.0,6.5,0.0,-3.1,6.3,DRESDEN
2004-11-26,1792,6,3.9,11.0,0.82,0.46,0.03,5.0,0.1,-3.1,2.8,DRESDEN
2004-11-27,1793,7,5.2,13.3,0.91,0.1,0.23,0.1,4.7,2.7,5.8,DRESDEN
2004-11-28,1794,8,3.7,7.1,0.88,0.1,0.0,0.0,5.1,3.6,5.9,DRESDEN
2004-11-29,1795,8,2.2,5.3,0.98,0.14,0.0,0.1,4.7,3.2,5.8,DRESDEN
2004-11-30,1796,7,3.6,12.1,0.92,0.52,0.0,5.0,4.2,2.0,6.2,DRESDEN
2004-12-01,1797,7,4.1,12.5,0.84,0.13,0.2,0.1,5.5,2.9,6.8,DRESDEN
2004-12-02,1798,6,2.1,5.0,0.97,0.15,0.06,0.0,3.0,0.8,4.9,DRESDEN
2004-12-03,1799,7,2.1,5.7,0.93,0.24,0.0,1.0,3.1,2.5,3.9,DRESDEN
2004-12-04,1800,7,2.0,5.4,0.94,0.2,0.0,0.2,0.8,-2.7,2.8,DRESDEN
2004-12-05,1801,5,3.1,9.5,0.91,0.54,0.0,6.7,1.1,-4.4,4.6,DRESDEN
2004-12-06,1802,8,5.7,11.4,0.86,0.16,0.0,0.0,4.8,4.0,5.8,DRESDEN
2004-12-07,1803,8,3.4,6.8,0.8,0.1,0.0,0.0,3.8,2.9,4.6,DRESDEN
2004-12-08,1804,7,2.0,5.6,0.87,0.26,0.0,0.6,3.5,2.4,5.1,DRESDEN
2004-12-09,1805,4,3.0,7.0,0.84,0.48,0.0,5.3,1.0,-1.9,3.1,DRESDEN
2004-12-10,1806,2,3.8,7.7,0.81,0.52,0.0,6.8,-0.9,-3.6,3.4,DRESDEN
2004-12-11,1807,4,3.2,8.1,0.9,0.48,0.0,6.8,-1.7,-3.8,2.4,DRESDEN
2004-12-12,1808,8,1.9,6.5,0.99,0.08,0.0,0.0,-1.0,-2.1,0.5,DRESDEN
2004-12-13,1809,7,2.3,5.7,0.9,0.17,0.0,0.0,-2.6,-4.9,-1.4,DRESDEN
2004-12-14,1810,4,2.8,7.1,0.89,1.26,0.0,0.0,-3.7,-5.3,-1.6,DRESDEN
2004-12-15,1811,0,5.5,9.5,0.81,0.49,0.0,7.1,-1.9,-4.1,2.4,DRESDEN
2004-12-16,1812,0,7.9,16.9,0.79,0.48,0.0,7.1,-2.0,-3.6,1.0,DRESDEN
2004-12-17,1813,7,7.3,17.2,0.8,0.26,0.25,1.2,1.7,-2.8,7.1,DRESDEN
2004-12-18,1814,7,7.1,17.4,0.89,0.12,0.35,0.0,1.9,0.1,3.1,DRESDEN
2004-12-19,1815,7,4.5,10.5,0.94,0.14,0.0,0.5,0.1,-1.9,1.7,DRESDEN
2004-12-20,1816,3,3.8,9.4,0.79,0.37,0.0,4.2,-1.0,-3.4,1.7,DRESDEN
2004-12-21,1817,2,3.3,6.3,0.86,0.54,0.0,7.3,-2.6,-6.1,2.5,DRESDEN
2004-12-22,1818,5,5.4,15.7,0.83,0.28,0.01,1.6,-2.7,-6.8,1.6,DRESDEN
2004-12-23,1819,7,9.4,19.4,0.86,0.11,0.16,0.1,4.1,0.8,7.0,DRESDEN
2004-12-24,1820,7,8.0,19.3,0.82,0.17,0.02,0.6,6.7,4.0,8.5,DRESDEN
2004-12-25,1821,7,4.4,12.5,0.8,0.1,0.05,0.2,6.4,3.9,9.9,DRESDEN
2004-12-26,1822,8,3.4,9.4,0.96,0.05,1.38,0.0,2.7,-0.1,4.1,DRESDEN
2004-12-27,1823,8,4.2,10.2,0.99,0.1,0.29,0.0,0.2,-0.3,1.1,DRESDEN
2004-12-28,1824,7,3.3,7.8,0.92,0.28,0.0,1.3,0.2,-1.2,2.7,DRESDEN
2004-12-29,1825,8,5.2,11.9,0.92,0.14,0.06,0.0,1.6,0.4,2.6,DRESDEN
2004-12-30,1826,7,5.3,12.4,0.81,0.34,0.0,1.9,2.3,-0.7,4.1,DRESDEN
2004-12-31,1827,8,5.5,11.2,0.84,0.12,0.14,0.0,4.8,3.7,5.9,DRESDEN
2005-01-01,1828,8,4.8,10.0,0.93,0.16,0.08,0.1,5.5,4.5,6.6,DRESDEN
2005-01-02,1829,7,8.7,19.2,0.72,0.25,0.0,0.4,5.2,2.6,8.9,DRESDEN
2005-01-03,1830,8,9.9,19.5,0.83,0.08,0.72,0.0,3.7,2.1,5.2,DRESDEN
2005-01-04,1831,7,9.2,19.2,0.78,0.06,0.03,0.1,5.9,4.4,7.4,DRESDEN
2005-01-05,1832,8,6.6,13.7,0.86,0.17,0.25,0.2,4.8,4.1,6.0,DRESDEN
2005-01-06,1833,5,6.6,17.9,0.82,0.32,0.21,2.4,5.0,3.4,7.1,DRESDEN
2005-01-07,1834,6,7.7,16.0,0.72,0.19,0.0,0.1,7.9,4.2,9.5,DRESDEN
2005-01-08,1835,4,7.4,19.9,0.62,0.56,0.04,6.8,9.2,3.7,14.8,DRESDEN
2005-01-09,1836,3,7.5,18.0,0.66,0.5,0.03,6.6,6.0,3.6,8.2,DRESDEN
2005-01-10,1837,5,5.8,11.9,0.75,0.31,0.01,1.4,8.7,4.5,13.4,DRESDEN
2005-01-11,1838,4,5.9,14.0,0.75,0.17,0.0,0.4,7.2,3.6,9.4,DRESDEN
2005-01-12,1839,7,5.3,10.7,0.8,0.13,0.1,0.0,8.1,3.6,10.6,DRESDEN
2005-01-13,1840,6,6.2,15.0,0.8,0.32,0.06,1.8,4.0,2.0,6.4,DRESDEN
2005-01-14,1841,7,6.1,11.5,0.85,0.21,0.01,0.0,2.5,0.8,3.6,DRESDEN
2005-01-15,1842,6,1.8,7.3,0.88,0.18,0.0,0.0,1.6,-1.7,3.1,DRESDEN
2005-01-16,1843,0,4.1,11.0,0.8,0.7,0.0,7.9,-0.2,-4.0,4.9,DRESDEN
2005-01-17,1844,2,4.4,10.0,0.75,0.51,0.0,5.1,0.0,-2.4,3.1,DRESDEN
2005-01-18,1845,6,8.3,14.6,0.77,0.16,0.07,0.0,0.9,-0.4,2.3,DRESDEN
2005-01-19,1846,6,6.4,16.0,0.79,0.29,0.02,1.8,2.3,-0.3,4.5,DRESDEN
2005-01-20,1847,8,8.6,25.8,0.88,0.1,2.23,0.0,4.3,1.7,6.3,DRESDEN
2005-01-21,1848,7,9.5,20.2,0.88,0.33,0.42,1.8,2.6,0.0,5.0,DRESDEN
2005-01-22,1849,6,6.7,19.3,0.92,0.29,0.02,0.5,0.8,-0.1,2.2,DRESDEN
2005-01-23,1850,7,5.7,14.2,0.88,0.37,0.25,1.8,-0.1,-1.1,1.1,DRESDEN
2005-01-24,1851,8,3.8,9.0,0.95,0.3,0.39,0.1,-2.3,-3.6,-0.8,DRESDEN
2005-01-25,1852,8,3.9,7.9,0.97,0.3,0.05,0.0,-3.9,-4.8,-3.0,DRESDEN
2005-01-26,1853,8,4.9,11.1,0.89,0.31,0.0,0.0,-5.3,-6.3,-3.6,DRESDEN
2005-01-27,1854,8,3.0,8.2,0.9,0.51,0.08,1.7,-5.7,-6.9,-4.2,DRESDEN
2005-01-28,1855,8,1.7,6.4,0.91,0.33,0.01,0.0,-4.8,-5.8,-3.2,DRESDEN
2005-01-29,1856,7,1.0,5.5,0.93,0.5,0.01,0.6,-5.4,-6.8,-4.2,DRESDEN
2005-01-30,1857,8,4.5,11.7,0.85,0.39,0.05,0.2,-2.9,-6.1,-0.6,DRESDEN
2005-01-31,1858,8,8.0,15.7,0.97,0.17,1.58,0.0,1.0,-0.5,2.3,DRESDEN
2005-02-01,1859,6,5.5,11.9,0.9,0.44,0.01,1.1,0.6,-1.2,2.4,DRESDEN
2005-02-02,1860,8,4.0,10.8,0.94,0.25,0.55,0.1,0.8,-1.1,2.3,DRESDEN
2005-02-03,1861,6,3.5,10.3,0.96,0.3,0.1,0.3,0.8,-2.9,2.5,DRESDEN
2005-02-04,1862,5,2.5,4.9,0.89,0.37,0.0,0.0,-1.3,-4.1,1.2,DRESDEN
2005-02-05,1863,0,4.6,10.8,0.78,1.01,0.0,8.9,-3.0,-6.0,0.9,DRESDEN
2005-02-06,1864,0,5.1,11.7,0.66,0.96,0.0,8.9,-3.2,-6.6,1.0,DRESDEN
2005-02-07,1865,0,6.6,13.7,0.49,0.99,0.0,8.9,-3.1,-5.5,-0.2,DRESDEN
2005-02-08,1866,2,7.9,14.9,0.52,0.84,0.0,6.3,-3.9,-6.7,-0.9,DRESDEN
2005-02-09,1867,3,5.2,10.6,0.61,0.91,0.0,8.1,-1.9,-5.9,2.8,DRESDEN
2005-02-10,1868,7,7.0,15.7,0.76,0.36,0.08,0.1,2.6,-1.7,6.5,DRESDEN
2005-02-11,1869,7,3.5,14.8,0.92,0.46,0.22,0.6,3.8,2.1,5.6,DRESDEN
2005-02-12,1870,8,6.8,18.8,0.91,0.17,1.6,0.0,5.6,2.0,10.7,DRESDEN
2005-02-13,1871,7,10.0,21.8,0.76,0.71,0.2,2.4,2.9,-1.1,5.3,DRESDEN
2005-02-14,1872,7,6.5,13.3,0.89,0.48,0.01,0.2,-1.4,-3.6,-0.4,DRESDEN
2005-02-15,1873,7,3.4,9.5,0.91,0.29,0.01,0.0,-1.6,-3.8,-0.4,DRESDEN
2005-02-16,1874,8,5.1,12.4,0.97,0.32,0.41,0.0,-2.0,-2.4,-1.2,DRESDEN
2005-02-17,1875,8,3.8,8.0,0.96,0.3,0.04,0.0,-2.3,-4.4,-1.4,DRESDEN
2005-02-18,1876,7,4.0,9.8,0.81,0.83,0.0,3.2,-4.6,-6.4,-2.9,DRESDEN
2005-02-19,1877,8,3.5,10.0,0.87,0.46,0.03,0.0,-2.9,-6.1,-0.7,DRESDEN
2005-02-20,1878,7,2.0,5.6,0.87,0.97,0.0,3.6,-0.1,-2.3,2.9,DRESDEN
2005-02-21,1879,7,4.8,14.0,0.81,1.26,0.0,3.5,-0.7,-2.9,1.0,DRESDEN
2005-02-22,1880,8,6.2,11.1,0.92,0.26,0.16,0.0,-3.5,-4.9,-1.8,DRESDEN
2005-02-23,1881,6,2.4,6.2,0.89,0.48,0.0,0.0,-2.9,-5.5,-0.5,DRESDEN
2005-02-24,1882,5,1.6,4.5,0.85,0.68,0.13,0.0,-4.6,-8.7,-2.3,DRESDEN
2005-02-25,1883,8,1.4,4.6,0.95,0.49,0.09,0.0,-2.6,-4.0,-1.6,DRESDEN
2005-02-26,1884,8,3.5,11.5,0.98,0.41,0.2,0.0,-1.7,-5.2,-0.3,DRESDEN
2005-02-27,1885,6,3.5,9.5,0.9,0.91,0.03,2.9,-7.2,-11.1,-4.6,DRESDEN
2005-02-28,1886,6,4.4,9.5,0.79,1.34,0.0,6.5,-7.8,-10.8,-5.7,DRESDEN
2005-03-01,1887,7,5.4,10.6,0.64,1.08,0.0,3.7,-5.1,-7.1,-1.6,DRESDEN
2005-03-02,1888,5,5.6,10.6,0.52,1.51,0.0,9.2,-4.7,-8.1,-0.9,DRESDEN
2005-03-03,1889,5,3.5,8.8,0.57,1.46,0.0,8.6,-4.2,-8.5,2.8,DRESDEN
2005-03-04,1890,6,1.0,5.6,0.75,1.28,0.0,5.1,-5.1,-9.4,1.6,DRESDEN
2005-03-05,1891,6,1.6,7.0,0.79,0.93,0.0,3.6,-5.2,-9.4,-1.2,DRESDEN
2005-03-06,1892,8,4.7,12.3,0.92,0.68,0.06,0.0,-4.6,-6.2,-3.1,DRESDEN
2005-03-07,1893,8,6.9,13.2,0.82,0.74,0.0,0.0,-3.5,-5.8,0.1,DRESDEN
2005-03-08,1894,8,5.8,11.8,0.91,0.58,0.0,0.0,1.0,0.0,2.2,DRESDEN
2005-03-09,1895,8,4.5,11.6,0.92,0.8,0.17,0.1,-0.8,-5.2,1.2,DRESDEN
2005-03-10,1896,3,3.5,7.9,0.7,1.79,0.0,11.0,-4.9,-9.3,-2.1,DRESDEN
2005-03-11,1897,8,9.1,22.8,0.79,0.48,0.73,0.0,0.4,-3.8,2.7,DRESDEN
2005-03-12,1898,8,8.7,16.0,0.84,1.09,0.1,1.9,1.1,-0.2,2.7,DRESDEN
2005-03-13,1899,6,6.6,13.5,0.84,1.12,0.01,2.9,0.9,-0.9,3.2,DRESDEN
2005-03-14,1900,6,4.8,10.5,0.72,1.16,0.0,2.8,2.5,0.9,4.9,DRESDEN
2005-03-15,1901,6,4.8,14.1,0.61,1.39,0.0,4.9,5.3,2.0,8.3,DRESDEN
2005-03-16,1902,6,7.7,14.8,0.61,1.27,0.0,5.6,11.0,6.4,15.4,DRESDEN
2005-03-17,1903,6,8.7,17.9,0.66,0.64,0.0,1.6,12.7,10.7,14.6,DRESDEN
2005-03-18,1904,8,8.1,17.2,0.88,0.61,0.58,0.3,11.5,8.4,15.1,DRESDEN
2005-03-19,1905,5,4.5,11.4,0.77,1.34,0.04,5.5,2.4,-3.2,8.4,DRESDEN
2005-03-20,1906,1,3.1,7.4,0.62,2.02,0.0,11.6,0.6,-3.8,5.7,DRESDEN
2005-03-21,1907,0,2.6,7.9,0.56,2.02,0.0,11.7,1.8,-3.4,6.7,DRESDEN
2005-03-22,1908,4,5.4,11.6,0.49,1.98,0.0,10.7,5.3,-0.8,11.3,DRESDEN
2005-03-23,1909,8,3.3,9.6,0.72,0.61,0.0,0.0,8.0,5.8,10.7,DRESDEN
2005-03-24,1910,3,3.0,7.9,0.7,1.96,0.0,10.9,10.5,3.7,17.5,DRESDEN
2005-03-25,1911,7,3.2,7.1,0.68,1.64,0.12,8.6,11.9,5.5,18.2,DRESDEN
2005-03-26,1912,7,1.0,4.3,0.97,0.4,0.4,0.1,9.9,7.6,11.6,DRESDEN
2005-03-27,1913,6,3.7,7.9,0.86,1.52,0.0,5.3,10.2,5.6,15.3,DRESDEN
2005-03-28,1914,5,3.6,7.7,0.88,1.12,0.0,4.1,6.7,4.1,10.5,DRESDEN
2005-03-29,1915,4,3.5,9.9,0.72,1.76,0.0,8.9,8.2,1.4,14.5,DRESDEN
2005-03-30,1916,5,6.0,14.1,0.59,1.59,0.0,7.7,6.6,2.1,10.7,DRESDEN
2005-03-31,1917,0,4.9,11.1,0.54,2.3,0.0,12.2,4.8,-0.9,10.0,DRESDEN
2005-04-01,1918,0,3.3,9.1,0.49,2.31,0.0,12.3,6.1,-1.0,12.4,DRESDEN
2005-04-02,1919,0,4.4,9.5,0.36,2.38,0.0,12.5,9.1,2.7,15.9,DRESDEN
2005-04-03,1920,4,4.4,9.7,0.32,2.31,0.0,11.9,11.7,3.1,18.7,DRESDEN
2005-04-04,1921,3,4.7,10.5,0.35,2.3,0.0,12.2,12.5,3.8,19.5,DRESDEN
2005-04-05,1922,5,4.5,12.3,0.64,1.33,0.01,4.9,10.4,5.7,18.1,DRESDEN
2005-04-06,1923,6,3.9,11.2,0.66,2.1,0.02,9.4,10.8,4.6,15.9,DRESDEN
2005-04-07,1924,7,5.9,19.6,0.74,0.67,0.3,0.8,12.6,9.6,16.9,DRESDEN
2005-04-08,1925,8,4.0,11.9,0.76,0.88,0.0,0.1,9.4,6.6,11.9,DRESDEN
2005-04-09,1926,8,3.2,10.5,0.94,0.86,0.66,0.3,5.1,1.3,8.8,DRESDEN
2005-04-10,1927,5,3.5,9.8,0.84,1.17,0.0,4.0,4.6,-0.1,8.3,DRESDEN
2005-04-11,1928,3,2.2,5.5,0.74,1.92,0.0,7.2,7.6,3.2,12.4,DRESDEN
2005-04-12,1929,4,2.5,6.3,0.81,1.79,0.0,6.3,8.1,2.0,14.3,DRESDEN
2005-04-13,1930,7,1.8,4.9,0.8,1.42,0.0,3.0,10.7,5.5,14.6,DRESDEN
2005-04-14,1931,4,2.2,4.6,0.66,1.91,0.0,7.7,13.2,6.9,18.2,DRESDEN
2005-04-15,1932,4,3.4,10.3,0.53,1.88,0.0,8.8,15.3,9.1,20.2,DRESDEN
2005-04-16,1933,2,4.7,12.5,0.63,2.39,0.0,10.9,15.0,7.1,20.6,DRESDEN
2005-04-17,1934,6,4.2,9.9,0.72,1.59,0.0,2.8,14.5,9.3,18.8,DRESDEN
2005-04-18,1935,6,3.4,9.1,0.73,2.02,0.0,8.4,13.7,9.0,19.0,DRESDEN
2005-04-19,1936,6,3.9,10.7,0.7,1.96,0.0,8.7,12.1,6.9,16.4,DRESDEN
2005-04-20,1937,4,6.0,13.4,0.57,2.61,0.0,11.5,6.4,0.0,11.1,DRESDEN
2005-04-21,1938,1,2.4,7.7,0.45,2.88,0.0,13.4,3.8,-2.1,8.7,DRESDEN
2005-04-22,1939,2,3.0,7.8,0.52,2.27,0.0,8.7,6.1,-1.8,11.7,DRESDEN
2005-04-23,1940,3,3.0,6.7,0.55,2.73,0.0,10.7,8.3,0.7,14.6,DRESDEN
2005-04-24,1941,5,3.9,9.9,0.52,1.48,0.0,5.6,10.7,6.2,15.3,DRESDEN
2005-04-25,1942,8,4.4,9.5,0.67,0.69,0.11,0.0,9.5,7.0,12.3,DRESDEN
2005-04-26,1943,7,2.1,7.5,0.64,2.08,0.0,7.1,11.0,4.9,17.1,DRESDEN
2005-04-27,1944,7,3.4,16.4,0.89,1.09,1.15,3.1,10.8,7.2,14.3,DRESDEN
2005-04-28,1945,4,4.1,12.0,0.67,2.64,0.0,11.1,10.9,6.1,15.7,DRESDEN
2005-04-29,1946,6,2.9,6.0,0.63,2.08,0.0,6.9,12.3,3.8,17.9,DRESDEN
2005-04-30,1947,6,2.1,6.0,0.71,2.2,0.0,8.4,15.3,10.4,19.9,DRESDEN
2005-05-01,1948,4,2.6,9.6,0.63,2.41,0.0,10.4,18.8,12.1,24.6,DRESDEN
2005-05-02,1949,4,3.8,9.6,0.52,2.5,0.0,10.2,22.1,12.4,29.7,DRESDEN
2005-05-03,1950,6,3.0,10.9,0.71,1.38,0.43,4.1,18.5,14.6,22.0,DRESDEN
2005-05-04,1951,7,5.0,13.6,0.85,1.63,0.23,4.5,13.7,10.8,17.1,DRESDEN
2005-05-05,1952,7,4.3,12.8,0.84,1.59,0.04,3.2,10.1,7.7,12.1,DRESDEN
2005-05-06,1953,7,4.9,17.2,0.89,1.05,0.5,1.6,8.0,6.0,13.2,DRESDEN
2005-05-07,1954,7,4.0,17.1,0.84,1.26,1.78,2.7,7.7,2.3,12.3,DRESDEN
2005-05-08,1955,7,7.2,18.7,0.82,2.15,0.16,7.1,6.4,2.6,10.8,DRESDEN
2005-05-09,1956,6,4.2,13.9,0.82,2.05,0.21,6.5,6.6,3.0,11.3,DRESDEN
2005-05-10,1957,4,3.3,9.0,0.74,2.02,0.36,5.2,7.0,2.2,12.2,DRESDEN
2005-05-11,1958,6,4.2,11.5,0.86,1.86,0.21,4.1,6.7,4.1,12.0,DRESDEN
2005-05-12,1959,5,2.6,6.4,0.77,2.22,0.0,5.3,8.5,5.1,12.9,DRESDEN
2005-05-13,1960,4,3.8,9.8,0.63,2.85,0.0,12.7,10.8,2.3,16.5,DRESDEN
2005-05-14,1961,7,3.8,10.5,0.74,0.93,0.52,0.0,12.4,9.3,15.6,DRESDEN
2005-05-15,1962,7,5.3,14.7,0.85,1.1,0.02,2.0,11.2,6.2,15.2,DRESDEN
2005-05-16,1963,6,3.2,9.5,0.65,2.61,1.28,9.1,11.9,6.1,17.2,DRESDEN
2005-05-17,1964,8,2.3,6.6,0.97,0.5,0.09,0.0,8.6,7.1,11.4,DRESDEN
2005-05-18,1965,8,2.7,6.8,0.89,0.66,0.01,0.0,8.0,4.8,10.9,DRESDEN
2005-05-19,1966,3,2.2,5.8,0.62,3.04,0.0,13.0,9.6,1.9,15.1,DRESDEN
2005-05-20,1967,4,4.3,9.1,0.54,3.04,0.0,13.6,13.6,4.9,18.9,DRESDEN
2005-05-21,1968,6,3.8,7.8,0.63,2.01,0.33,6.0,17.4,12.2,23.5,DRESDEN
2005-05-22,1969,7,2.3,11.5,0.89,1.49,0.21,2.1,17.0,14.4,20.7,DRESDEN
2005-05-23,1970,8,3.1,10.6,0.98,0.72,0.49,0.0,14.5,11.6,17.3,DRESDEN
2005-05-24,1971,4,2.8,7.7,0.71,2.69,0.0,8.8,14.8,10.8,19.4,DRESDEN
2005-05-25,1972,4,3.2,8.0,0.62,3.29,0.0,13.9,17.7,9.0,23.9,DRESDEN
2005-05-26,1973,3,3.3,8.5,0.61,3.06,0.0,13.5,20.0,11.9,25.9,DRESDEN
2005-05-27,1974,4,2.9,8.3,0.55,3.17,0.0,14.8,22.6,14.3,29.0,DRESDEN
2005-05-28,1975,1,2.7,6.5,0.54,3.29,0.0,15.3,24.0,14.7,31.2,DRESDEN
2005-05-29,1976,3,2.9,6.0,0.61,3.25,0.0,14.9,22.7,17.7,27.0,DRESDEN
2005-05-30,1977,4,3.8,11.2,0.78,2.56,0.03,9.4,19.0,11.1,25.4,DRESDEN
2005-05-31,1978,6,5.2,12.7,0.7,2.3,0.0,6.9,12.1,8.5,16.1,DRESDEN
2005-06-01,1979,4,3.9,11.9,0.65,2.75,0.0,8.0,10.8,7.1,15.0,DRESDEN
2005-06-02,1980,6,2.8,7.5,0.69,1.93,0.0,5.3,13.0,4.4,18.0,DRESDEN
2005-06-03,1981,4,3.9,11.8,0.59,2.82,0.11,9.2,19.8,11.6,26.2,DRESDEN
2005-06-04,1982,6,5.6,13.5,0.6,2.11,0.05,6.8,18.3,12.3,21.8,DRESDEN
2005-06-05,1983,7,5.8,13.4,0.76,2.07,0.22,5.0,13.8,11.4,18.1,DRESDEN
2005-06-06,1984,7,3.9,9.9,0.87,1.06,0.67,0.8,11.4,8.7,14.2,DRESDEN
