date,days,cloud_cover,wind_speed,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year
2005-05-01,1948,2,2.8,0.58,1.0171,2.92,0.0,12.9,18.0,9.3,25.9,LJUBLJANA,2005
2005-05-02,1949,2,1.7,0.57,1.0189,2.91,0.0,13.2,20.3,10.6,27.2,LJUBLJANA,2005
2005-05-03,1950,5,2.8,0.56,1.0158,2.18,0.6,7.4,20.0,12.1,27.2,LJUBLJANA,2005
2005-05-04,1951,6,1.9,0.73,1.0132,2.84,2.06,8.9,15.4,11.7,23.1,LJUBLJANA,2005
2005-05-05,1952,7,1.2,0.95,1.0117,0.6,0.42,0.0,11.3,10.0,13.3,LJUBLJANA,2005
2005-05-06,1953,5,1.2,0.68,1.0104,2.23,0.0,6.9,13.5,10.0,19.8,LJUBLJANA,2005
2005-05-07,1954,4,1.3,0.73,1.0094,2.37,0.69,8.4,12.6,6.8,18.7,LJUBLJANA,2005
2005-05-08,1955,4,2.1,0.76,1.0108,2.66,0.01,8.8,10.2,7.7,14.6,LJUBLJANA,2005
2005-05-09,1956,6,1.4,0.92,1.0154,0.79,0.2,1.4,6.5,5.4,9.3,LJUBLJANA,2005
2005-05-10,1957,8,1.5,0.95,1.0175,0.61,0.21,0.0,6.7,2.9,8.1,LJUBLJANA,2005
2005-05-11,1958,5,1.2,0.76,1.02,2.3,0.0,7.2,10.8,7.1,16.1,LJUBLJANA,2005
2005-05-12,1959,2,1.2,0.61,1.022,3.28,0.0,12.0,11.9,4.3,18.0,LJUBLJANA,2005
2005-05-13,1960,4,0.8,0.61,1.0206,2.82,0.0,11.7,14.2,4.4,20.5,LJUBLJANA,2005
2005-05-14,1961,7,1.8,0.78,1.0165,2.29,0.81,6.7,14.5,7.8,22.0,LJUBLJANA,2005
2005-05-15,1962,6,1.0,0.86,1.0153,1.55,0.23,2.4,15.6,12.1,19.4,LJUBLJANA,2005
2005-05-16,1963,7,0.6,0.65,1.013,2.48,0.0,7.8,17.7,12.4,22.8,LJUBLJANA,2005
2005-05-17,1964,6,1.6,0.71,1.0121,1.7,1.05,3.9,16.5,11.3,22.2,LJUBLJANA,2005
2005-05-18,1965,7,1.3,0.83,1.0104,1.11,3.34,1.8,13.6,11.6,18.2,LJUBLJANA,2005
2005-05-19,1966,5,1.7,0.63,1.0219,2.41,0.0,6.5,12.6,11.0,17.7,LJUBLJANA,2005
2005-05-20,1967,1,0.9,0.57,1.0226,3.4,0.0,13.8,14.9,5.2,21.7,LJUBLJANA,2005
2005-05-21,1968,2,0.7,0.54,1.018,3.31,0.0,14.1,18.7,7.6,26.5,LJUBLJANA,2005
2005-05-22,1969,3,1.6,0.56,1.0147,2.92,0.0,13.0,20.6,11.3,27.0,LJUBLJANA,2005
2005-05-23,1970,6,1.5,0.58,1.0159,1.92,0.06,6.5,18.9,12.0,23.9,LJUBLJANA,2005
2005-05-24,1971,3,1.8,0.65,1.0223,2.75,0.0,9.3,17.9,12.1,22.9,LJUBLJANA,2005
2005-05-25,1972,1,0.8,0.53,1.0252,3.37,0.0,14.3,19.4,11.9,25.3,LJUBLJANA,2005
2005-05-26,1973,1,1.1,0.56,1.023,3.39,0.0,14.4,20.4,10.9,26.5,LJUBLJANA,2005
2005-05-27,1974,1,1.1,0.58,1.0196,3.27,0.0,14.3,22.3,12.7,29.0,LJUBLJANA,2005
2005-05-28,1975,1,0.9,0.56,1.0184,3.35,0.0,14.3,23.9,14.8,30.3,LJUBLJANA,2005
2005-05-29,1976,2,0.9,0.59,1.0183,3.23,0.0,14.1,24.9,15.6,30.9,LJUBLJANA,2005
2005-05-30,1977,1,1.9,0.49,1.0142,3.3,0.06,14.3,24.3,16.5,31.7,LJUBLJANA,2005
2005-05-31,1978,8,1.6,0.89,1.0213,0.71,1.06,0.0,16.9,16.2,23.5,LJUBLJANA,2005
2005-06-01,1979,3,1.5,0.68,1.0214,2.68,0.0,11.5,16.5,11.5,21.1,LJUBLJANA,2005
2005-06-02,1980,3,1.2,0.54,1.019,3.42,0.0,14.0,18.7,9.8,24.0,LJUBLJANA,2005
2005-06-03,1981,1,1.2,0.58,1.0178,3.27,0.0,14.1,20.8,11.4,26.7,LJUBLJANA,2005
2005-06-04,1982,4,2.4,0.57,1.0146,2.81,1.22,10.7,21.0,12.5,26.5,LJUBLJANA,2005
2005-06-05,1983,7,1.3,0.89,1.0195,0.65,0.11,0.3,14.7,14.0,20.9,LJUBLJANA,2005
2005-06-06,1984,5,1.2,0.77,1.0173,1.87,0.07,4.3,15.7,12.2,21.0,LJUBLJANA,2005
2005-06-07,1985,6,1.4,0.86,1.022,1.63,0.05,3.9,11.5,9.8,19.5,LJUBLJANA,2005
2005-06-08,1986,2,1.9,0.49,1.0249,2.4,0.0,10.9,13.0,5.3,18.0,LJUBLJANA,2005
2005-06-09,1987,5,2.8,0.52,1.0208,2.21,0.0,6.9,12.8,5.8,17.4,LJUBLJANA,2005
2005-06-10,1988,6,2.7,0.47,1.0153,2.32,0.0,6.4,15.6,9.5,21.0,LJUBLJANA,2005
2005-06-11,1989,5,2.2,0.62,1.0131,2.03,0.0,5.5,16.4,9.1,21.0,LJUBLJANA,2005
2005-06-12,1990,6,1.5,0.71,1.013,1.53,0.02,4.0,17.2,15.2,20.2,LJUBLJANA,2005
2005-06-13,1991,5,2.2,0.75,1.0149,2.3,0.01,8.0,18.5,15.0,23.4,LJUBLJANA,2005
2005-06-14,1992,5,1.2,0.72,1.016,2.11,0.25,6.5,17.9,12.0,25.0,LJUBLJANA,2005
2005-06-15,1993,6,0.8,0.77,1.0169,2.41,0.23,6.2,19.7,14.6,26.8,LJUBLJANA,2005
2005-06-16,1994,6,2.7,0.93,1.0233,2.06,2.67,6.4,17.8,16.3,26.5,LJUBLJANA,2005
2005-06-17,1995,4,1.3,0.66,1.0237,3.02,0.0,10.2,22.7,16.1,28.7,LJUBLJANA,2005
2005-06-18,1996,5,0.4,0.67,1.0196,2.09,0.0,6.3,22.8,18.1,28.0,LJUBLJANA,2005
2005-06-19,1997,1,1.6,0.53,1.0188,3.49,0.0,14.7,21.1,15.1,26.3,LJUBLJANA,2005
2005-06-20,1998,3,1.3,0.57,1.0177,3.12,0.0,12.2,21.5,13.3,26.1,LJUBLJANA,2005
2005-06-21,1999,1,0.8,0.55,1.0175,3.33,0.0,14.1,23.2,14.2,29.0,LJUBLJANA,2005
2005-06-22,2000,3,1.1,0.7,1.0197,2.9,0.62,9.7,22.0,17.0,32.2,LJUBLJANA,2005
2005-06-23,2001,5,1.4,0.72,1.0196,2.91,0.0,9.8,23.0,16.4,28.9,LJUBLJANA,2005
2005-06-24,2002,3,1.7,0.59,1.0184,3.08,0.0,10.3,24.4,19.6,29.2,LJUBLJANA,2005
2005-06-25,2003,3,2.0,0.62,1.0161,3.16,0.0,12.9,25.9,17.9,32.3,LJUBLJANA,2005
2005-06-26,2004,3,1.7,0.71,1.0195,2.81,0.0,10.9,23.5,19.4,31.3,LJUBLJANA,2005
2005-06-27,2005,6,1.5,0.75,1.0196,2.7,0.36,8.4,23.0,18.3,31.8,LJUBLJANA,2005
2005-06-28,2006,6,1.3,0.77,1.0155,2.09,0.01,5.7,22.6,18.2,29.5,LJUBLJANA,2005
2005-06-29,2007,5,0.8,0.78,1.0104,2.28,1.71,8.1,21.4,17.2,31.1,LJUBLJANA,2005
2005-06-30,2008,5,1.4,0.77,1.0094,2.78,1.91,8.1,21.5,17.2,28.8,LJUBLJANA,2005
2005-07-01,2009,7,1.7,0.95,1.0121,0.3,2.91,0.0,16.5,15.7,20.0,LJUBLJANA,2005
2005-07-02,2010,5,1.7,0.55,1.0168,2.72,0.0,8.4,20.4,13.4,26.0,LJUBLJANA,2005
2005-07-03,2011,2,1.1,0.56,1.0188,2.95,0.0,12.3,21.0,14.0,26.6,LJUBLJANA,2005
2005-07-04,2012,3,0.9,0.61,1.0135,3.01,0.21,11.1,21.6,13.1,27.4,LJUBLJANA,2005
2005-07-05,2013,8,1.2,0.94,1.0113,0.34,3.95,0.0,14.2,12.0,21.6,LJUBLJANA,2005
2005-07-06,2014,3,1.0,0.64,1.013,3.27,0.0,11.3,17.2,10.4,23.6,LJUBLJANA,2005
2005-07-07,2015,6,0.8,0.74,1.013,1.46,1.46,3.9,17.5,12.8,21.9,LJUBLJANA,2005
2005-07-08,2016,8,1.3,0.84,1.0131,0.88,0.82,0.5,16.5,13.7,19.3,LJUBLJANA,2005
2005-07-09,2017,7,0.8,0.91,1.0173,1.05,0.17,1.0,16.2,13.9,19.1,LJUBLJANA,2005
2005-07-10,2018,7,1.7,0.83,1.0171,2.1,0.95,3.8,17.4,13.3,22.5,LJUBLJANA,2005
2005-07-11,2019,7,1.3,0.72,1.017,2.24,0.12,6.0,18.8,15.5,23.2,LJUBLJANA,2005
2005-07-12,2020,8,0.5,0.89,1.0192,0.87,0.23,0.0,17.6,15.2,20.1,LJUBLJANA,2005
2005-07-13,2021,4,2.2,0.65,1.0188,2.67,0.01,11.3,20.8,16.1,26.9,LJUBLJANA,2005
2005-07-14,2022,3,1.7,0.66,1.0197,2.85,0.0,11.9,21.7,16.0,27.7,LJUBLJANA,2005
2005-07-15,2023,1,1.4,0.61,1.0185,3.14,0.0,13.7,23.2,15.1,29.6,LJUBLJANA,2005
2005-07-16,2024,2,0.8,0.71,1.0166,2.61,0.16,10.1,22.2,17.1,31.1,LJUBLJANA,2005
2005-07-17,2025,3,1.3,0.73,1.0143,2.92,0.0,11.2,24.0,15.9,31.0,LJUBLJANA,2005
2005-07-18,2026,2,2.1,0.61,1.0121,2.61,0.38,9.2,25.3,19.4,30.6,LJUBLJANA,2005
2005-07-19,2027,4,1.4,0.71,1.0155,2.88,0.0,11.6,22.4,19.2,27.4,LJUBLJANA,2005
2005-07-20,2028,4,1.4,0.73,1.0197,2.26,0.0,8.2,21.7,17.2,26.2,LJUBLJANA,2005
2005-07-21,2029,6,1.5,0.84,1.0159,1.56,0.18,3.9,18.7,17.4,23.9,LJUBLJANA,2005
2005-07-22,2030,6,1.4,0.79,1.0108,2.38,0.69,7.1,18.5,15.7,25.5,LJUBLJANA,2005
2005-07-23,2031,7,1.4,0.76,1.0108,1.68,0.03,3.6,18.8,15.5,22.6,LJUBLJANA,2005
2005-07-24,2032,3,0.6,0.71,1.0125,3.14,0.0,11.6,21.4,15.7,27.6,LJUBLJANA,2005
2005-07-25,2033,4,1.8,0.67,1.0123,2.77,0.0,12.6,23.5,16.7,27.6,LJUBLJANA,2005
2005-07-26,2034,3,1.4,0.62,1.012,2.69,0.0,10.3,25.4,18.9,30.7,LJUBLJANA,2005
2005-07-27,2035,1,1.0,0.65,1.0151,2.97,0.0,11.9,26.0,18.0,33.1,LJUBLJANA,2005
2005-07-28,2036,0,1.1,0.6,1.015,3.08,0.0,13.7,26.9,18.4,34.5,LJUBLJANA,2005
2005-07-29,2037,0,0.9,0.61,1.0149,2.94,0.0,12.3,27.1,18.6,35.0,LJUBLJANA,2005
2005-07-30,2038,2,1.4,0.69,1.0107,2.72,0.01,11.2,27.9,19.8,33.9,LJUBLJANA,2005
2005-07-31,2039,6,1.0,0.74,1.011,2.05,0.0,7.7,25.2,21.5,29.3,LJUBLJANA,2005
2005-08-01,2040,3,1.1,0.66,1.0154,2.78,0.0,10.2,23.4,19.8,27.9,LJUBLJANA,2005
2005-08-02,2041,4,1.2,0.76,1.0155,2.1,0.21,7.6,22.5,17.2,28.5,LJUBLJANA,2005
2005-08-03,2042,8,0.8,0.98,1.0139,0.48,2.27,0.0,18.7,18.0,22.0,LJUBLJANA,2005
2005-08-04,2043,7,1.2,0.88,1.0172,0.87,0.81,0.1,16.9,14.8,18.9,LJUBLJANA,2005
2005-08-05,2044,2,1.6,0.62,1.0192,2.96,0.0,11.7,17.6,10.9,24.8,LJUBLJANA,2005
2005-08-06,2045,5,1.2,0.77,1.015,2.68,5.6,10.9,18.2,11.1,26.0,LJUBLJANA,2005
2005-08-07,2046,5,1.8,0.88,1.0136,0.94,0.87,2.1,12.9,11.2,17.0,LJUBLJANA,2005
2005-08-08,2047,5,0.9,0.66,1.0152,2.73,0.01,9.8,16.1,9.4,21.8,LJUBLJANA,2005
2005-08-09,2048,4,1.9,0.63,1.0162,2.82,0.0,10.9,17.0,9.5,23.4,LJUBLJANA,2005
2005-08-10,2049,4,1.8,0.68,1.0137,2.53,0.0,11.9,19.9,11.0,25.0,LJUBLJANA,2005
2005-08-11,2050,7,0.8,0.87,1.0139,1.12,4.54,1.4,18.4,16.0,23.2,LJUBLJANA,2005
2005-08-12,2051,6,0.5,0.94,1.0163,0.66,0.84,1.9,15.6,15.0,18.8,LJUBLJANA,2005
2005-08-13,2052,5,1.3,0.7,1.0169,2.58,0.03,9.1,19.1,12.6,25.8,LJUBLJANA,2005
2005-08-14,2053,6,0.8,0.76,1.0147,1.93,1.79,4.9,20.0,15.8,23.7,LJUBLJANA,2005
2005-08-15,2054,7,1.1,0.83,1.0133,1.46,0.56,1.6,15.1,12.2,20.1,LJUBLJANA,2005
2005-08-16,2055,6,0.6,0.84,1.0142,1.1,0.08,1.4,15.8,12.4,17.9,LJUBLJANA,2005
2005-08-17,2056,6,0.6,0.83,1.0161,1.46,0.0,2.9,17.8,14.1,21.7,LJUBLJANA,2005
2005-08-18,2057,3,1.2,0.76,1.0168,2.55,0.0,9.7,20.5,13.8,26.6,LJUBLJANA,2005
2005-08-19,2058,5,1.9,0.71,1.0146,2.27,0.0,8.9,21.5,15.0,28.1,LJUBLJANA,2005
2005-08-20,2059,5,1.0,0.78,1.0158,1.74,1.42,5.2,19.8,17.3,25.5,LJUBLJANA,2005
2005-08-21,2060,8,1.0,0.94,1.012,0.67,4.19,0.1,17.3,16.5,19.7,LJUBLJANA,2005
2005-08-22,2061,6,1.3,0.88,1.009,1.11,1.93,2.0,16.1,14.5,18.7,LJUBLJANA,2005
2005-08-23,2062,7,1.3,0.79,1.0098,2.0,0.0,7.3,18.3,13.4,23.2,LJUBLJANA,2005
2005-08-24,2063,5,1.2,0.78,1.0138,2.17,0.01,10.7,19.3,15.6,24.3,LJUBLJANA,2005
2005-08-25,2064,5,1.8,0.74,1.0127,2.28,0.07,8.3,20.0,14.2,25.8,LJUBLJANA,2005
2005-08-26,2065,8,1.0,0.95,1.0181,0.37,0.49,0.1,18.0,17.2,20.5,LJUBLJANA,2005
2005-08-27,2066,8,0.6,0.91,1.0203,0.53,0.14,0.3,16.9,16.1,18.5,LJUBLJANA,2005
2005-08-28,2067,8,0.3,0.97,1.0213,0.52,0.54,0.0,17.3,15.6,19.1,LJUBLJANA,2005
2005-08-29,2068,5,0.7,0.86,1.0252,1.47,0.0,4.7,18.9,16.4,23.7,LJUBLJANA,2005
2005-08-30,2069,5,0.8,0.8,1.0251,1.85,0.0,7.1,20.1,15.3,25.9,LJUBLJANA,2005
2005-08-31,2070,4,0.7,0.79,1.0209,1.7,0.0,6.1,20.6,15.7,27.1,LJUBLJANA,2005
2005-09-01,2071,2,0.7,0.79,1.0188,2.26,0.0,10.7,21.0,16.4,27.9,LJUBLJANA,2005
2005-09-02,2072,6,0.9,0.8,1.0219,1.74,2.24,6.7,21.1,17.2,29.0,LJUBLJANA,2005
2005-09-03,2073,8,0.3,0.86,1.0253,1.31,7.14,3.4,18.8,16.4,25.3,LJUBLJANA,2005
2005-09-04,2074,6,1.0,0.8,1.0254,1.45,0.0,3.1,17.3,15.8,21.8,LJUBLJANA,2005
2005-09-05,2075,4,0.7,0.77,1.0224,2.0,0.0,8.0,16.8,11.3,22.6,LJUBLJANA,2005
2005-09-06,2076,5,0.6,0.7,1.0191,2.26,0.0,9.6,17.9,13.0,24.0,LJUBLJANA,2005
2005-09-07,2077,3,1.4,0.73,1.019,2.06,0.0,9.6,19.2,12.4,24.7,LJUBLJANA,2005
2005-09-08,2078,2,1.7,0.75,1.0209,2.23,0.0,11.2,20.4,13.7,26.9,LJUBLJANA,2005
2005-09-09,2079,5,0.6,0.85,1.0158,1.15,2.76,3.6,19.6,16.1,24.4,LJUBLJANA,2005
2005-09-10,2080,5,1.7,0.84,1.0117,1.59,0.03,5.5,19.2,16.0,24.0,LJUBLJANA,2005
2005-09-11,2081,4,1.4,0.79,1.0106,1.6,0.74,6.1,20.1,16.6,25.4,LJUBLJANA,2005
2005-09-12,2082,1,1.4,0.73,1.0148,2.3,0.0,11.1,19.2,14.5,25.1,LJUBLJANA,2005
2005-09-13,2083,5,0.7,0.77,1.0222,1.87,0.08,6.6,18.0,11.7,24.3,LJUBLJANA,2005
2005-09-14,2084,3,0.5,0.8,1.0223,1.97,0.0,9.3,17.6,13.4,23.7,LJUBLJANA,2005
2005-09-15,2085,3,0.6,0.76,1.018,1.99,0.0,8.1,18.8,12.9,25.3,LJUBLJANA,2005
2005-09-16,2086,5,1.3,0.73,1.0086,1.52,1.47,4.4,19.1,13.3,24.8,LJUBLJANA,2005
2005-09-17,2087,8,1.3,0.96,1.0113,0.38,4.18,0.4,14.1,12.5,19.0,LJUBLJANA,2005
2005-09-18,2088,8,0.3,0.96,1.0201,0.28,2.56,0.0,10.4,10.0,12.5,LJUBLJANA,2005
2005-09-19,2089,8,1.2,0.94,1.0222,0.34,0.32,0.0,10.4,10.0,11.5,LJUBLJANA,2005
2005-09-20,2090,8,0.6,0.91,1.0199,0.56,0.19,0.0,11.8,9.9,14.5,LJUBLJANA,2005
2005-09-21,2091,8,1.0,0.85,1.022,0.64,0.01,0.0,11.8,10.4,13.0,LJUBLJANA,2005
2005-09-22,2092,8,0.6,0.92,1.0218,0.54,0.07,0.0,13.4,11.4,15.5,LJUBLJANA,2005
2005-09-23,2093,4,1.0,0.83,1.0207,1.44,0.0,5.8,13.9,11.3,19.2,LJUBLJANA,2005
2005-09-24,2094,5,0.5,0.84,1.0195,1.7,0.0,7.1,15.1,10.0,21.2,LJUBLJANA,2005
2005-09-25,2095,3,0.8,0.85,1.0196,1.44,0.0,6.2,14.5,10.7,21.0,LJUBLJANA,2005
2005-09-26,2096,3,0.6,0.83,1.0226,1.59,0.0,6.7,15.5,11.3,22.7,LJUBLJANA,2005
2005-09-27,2097,7,1.0,0.88,1.0225,1.06,1.4,2.6,16.3,11.8,20.9,LJUBLJANA,2005
2005-09-28,2098,5,0.4,0.88,1.0225,1.11,0.16,3.6,16.3,13.8,20.8,LJUBLJANA,2005
2005-09-29,2099,8,0.8,0.99,1.0187,0.16,6.08,0.0,13.3,11.9,15.8,LJUBLJANA,2005
2005-09-30,2100,4,1.1,0.74,1.0219,1.53,0.0,7.5,12.1,9.8,18.1,LJUBLJANA,2005
2005-10-01,2101,6,0.9,0.77,1.02,1.79,0.0,7.9,10.9,4.5,17.1,LJUBLJANA,2005
2005-10-02,2102,7,0.7,0.9,1.0179,0.58,0.24,0.0,11.3,8.5,13.6,LJUBLJANA,2005
2005-10-03,2103,8,0.9,0.98,1.0219,0.16,1.85,0.0,12.8,11.2,13.8,LJUBLJANA,2005
2005-10-04,2104,8,0.7,0.97,1.0216,0.35,1.45,0.0,14.9,13.4,17.1,LJUBLJANA,2005
2005-10-05,2105,8,0.6,0.97,1.0238,0.27,0.8,0.0,13.9,13.5,15.3,LJUBLJANA,2005
2005-10-06,2106,8,0.5,0.98,1.0249,0.17,0.38,0.0,13.5,13.2,14.8,LJUBLJANA,2005
2005-10-07,2107,8,0.9,0.95,1.026,0.39,0.44,0.0,13.1,12.3,15.0,LJUBLJANA,2005
2005-10-08,2108,7,1.9,0.86,1.024,0.98,0.04,2.1,11.9,10.1,15.5,LJUBLJANA,2005
2005-10-09,2109,6,1.0,0.82,1.0271,0.73,0.0,0.8,12.2,10.3,15.7,LJUBLJANA,2005
2005-10-10,2110,4,0.9,0.81,1.0283,1.14,0.0,6.7,11.0,5.7,17.9,LJUBLJANA,2005
2005-10-11,2111,5,0.5,0.79,1.0272,1.32,0.0,6.5,11.5,7.5,17.9,LJUBLJANA,2005
2005-10-12,2112,6,1.1,0.81,1.0253,0.89,0.0,3.9,10.3,6.2,14.8,LJUBLJANA,2005
2005-10-13,2113,2,1.1,0.78,1.0221,1.42,0.0,8.6,11.0,6.7,17.4,LJUBLJANA,2005
2005-10-14,2114,3,0.8,0.83,1.0284,1.35,0.0,7.3,10.1,4.2,17.8,LJUBLJANA,2005
2005-10-15,2115,4,1.0,0.84,1.0295,1.13,0.0,3.1,9.8,5.3,16.4,LJUBLJANA,2005
2005-10-16,2116,5,1.1,0.85,1.0252,0.92,0.0,4.5,11.0,6.6,15.8,LJUBLJANA,2005
2005-10-17,2117,3,1.5,0.68,1.0255,1.47,0.0,8.9,8.7,3.5,13.6,LJUBLJANA,2005
2005-10-18,2118,0,0.9,0.79,1.0268,1.5,0.0,9.0,6.5,1.7,14.0,LJUBLJANA,2005
2005-10-19,2119,6,0.2,0.8,1.0255,0.87,0.0,3.0,8.4,1.4,12.2,LJUBLJANA,2005
2005-10-20,2120,8,0.4,0.97,1.0213,0.4,0.2,0.0,9.3,5.8,12.0,LJUBLJANA,2005
2005-10-21,2121,7,1.3,0.88,1.0156,0.4,0.0,0.3,13.5,10.2,15.9,LJUBLJANA,2005
2005-10-22,2122,4,2.6,0.83,1.0155,1.18,0.02,7.6,14.0,8.7,18.3,LJUBLJANA,2005
2005-10-23,2123,5,2.4,0.84,1.0173,0.79,0.0,4.4,16.3,14.1,19.4,LJUBLJANA,2005
2005-10-24,2124,7,0.8,0.91,1.0237,0.42,0.0,0.0,14.3,13.7,16.5,LJUBLJANA,2005
2005-10-25,2125,7,1.9,0.8,1.0227,0.47,0.0,0.7,14.6,10.5,17.9,LJUBLJANA,2005
2005-10-26,2126,4,1.5,0.77,1.0237,1.13,0.0,7.0,14.4,9.8,19.5,LJUBLJANA,2005
2005-10-27,2127,1,0.7,0.82,1.026,1.16,0.0,7.4,12.5,7.0,20.1,LJUBLJANA,2005
2005-10-28,2128,6,0.1,0.91,1.0261,0.64,0.0,3.1,12.2,7.9,16.0,LJUBLJANA,2005
2005-10-29,2129,4,0.5,0.84,1.0261,0.82,0.0,4.2,12.4,10.0,18.0,LJUBLJANA,2005
2005-10-30,2130,7,0.8,0.79,1.0252,0.52,0.0,1.1,11.2,10.0,13.7,LJUBLJANA,2005
2005-10-31,2131,8,0.8,0.91,1.0244,0.16,0.0,0.0,9.2,8.8,10.6,LJUBLJANA,2005
2005-11-01,2132,8,0.4,0.97,1.0234,0.25,0.14,0.0,8.8,7.3,10.1,LJUBLJANA,2005
2005-11-02,2133,8,0.8,0.94,1.0241,0.43,0.0,0.2,11.5,9.1,13.1,LJUBLJANA,2005
2005-11-03,2134,8,0.5,0.88,1.024,0.26,0.0,0.0,12.0,10.9,13.0,LJUBLJANA,2005
2005-11-04,2135,6,1.8,0.8,1.0218,0.56,0.0,0.4,13.3,10.7,15.9,LJUBLJANA,2005
2005-11-05,2136,7,2.0,0.79,1.0227,0.57,0.19,2.0,14.6,12.1,17.8,LJUBLJANA,2005
2005-11-06,2137,8,0.8,0.94,1.0295,0.17,0.36,0.0,10.2,9.7,13.5,LJUBLJANA,2005
2005-11-07,2138,8,0.3,0.97,1.0274,0.22,0.49,0.0,10.4,9.1,11.1,LJUBLJANA,2005
2005-11-08,2139,6,0.8,0.87,1.0305,0.51,0.0,2.7,10.2,8.6,13.2,LJUBLJANA,2005
2005-11-09,2140,5,0.4,0.92,1.0288,0.41,0.0,1.3,7.3,6.3,10.6,LJUBLJANA,2005
2005-11-10,2141,8,0.5,0.98,1.0331,0.26,0.03,0.0,5.8,4.7,7.0,LJUBLJANA,2005
2005-11-11,2142,8,1.2,0.97,1.0342,0.28,0.01,0.0,5.4,4.3,6.7,LJUBLJANA,2005
2005-11-12,2143,8,0.7,0.98,1.026,0.14,0.03,0.0,4.6,3.9,5.4,LJUBLJANA,2005
2005-11-13,2144,8,1.0,0.95,1.0261,0.1,0.01,0.0,4.1,3.3,5.1,LJUBLJANA,2005
2005-11-14,2145,8,1.3,0.96,1.0282,0.14,0.0,0.0,3.8,3.3,4.5,LJUBLJANA,2005
2005-11-15,2146,8,0.5,0.93,1.0163,0.12,0.0,0.0,7.7,3.9,10.1,LJUBLJANA,2005
2005-11-16,2147,7,1.5,0.83,1.0014,0.26,0.35,0.0,10.6,9.0,12.5,LJUBLJANA,2005
2005-11-17,2148,4,1.2,0.8,1.0094,0.65,0.0,3.0,5.3,2.9,10.1,LJUBLJANA,2005
2005-11-18,2149,4,1.1,0.94,1.0182,0.59,0.0,3.8,1.0,-0.9,5.3,LJUBLJANA,2005
2005-11-19,2150,4,0.5,0.78,1.0254,0.79,0.0,5.2,1.6,-0.6,6.2,LJUBLJANA,2005
2005-11-20,2151,4,0.4,0.76,1.0288,0.79,0.0,6.3,0.0,-4.4,6.2,LJUBLJANA,2005
2005-11-21,2152,6,0.5,0.86,1.0245,0.43,0.28,1.6,0.5,-2.9,3.4,LJUBLJANA,2005
2005-11-22,2153,5,1.6,0.9,1.0277,0.63,0.05,3.7,0.3,-2.5,3.6,LJUBLJANA,2005
2005-11-23,2154,8,5.1,0.69,1.0278,0.34,0.01,0.6,-0.6,-1.7,0.5,LJUBLJANA,2005
2005-11-24,2155,8,1.1,0.89,1.0155,0.26,0.03,0.0,-1.4,-2.0,2.4,LJUBLJANA,2005
2005-11-25,2156,6,0.8,0.94,1.0019,0.5,5.11,1.8,-0.9,-5.2,1.5,LJUBLJANA,2005
2005-11-26,2157,8,0.5,0.99,1.0006,0.24,5.64,0.0,0.7,0.1,1.0,LJUBLJANA,2005
2005-11-27,2158,7,0.3,0.98,0.9975,0.34,1.01,0.0,1.2,0.3,3.5,LJUBLJANA,2005
2005-11-28,2159,7,0.9,0.96,1.0068,0.38,0.37,0.6,1.1,0.2,3.4,LJUBLJANA,2005
2005-11-29,2160,8,0.6,0.98,1.011,0.25,1.8,0.0,0.7,-1.4,2.0,LJUBLJANA,2005
2005-11-30,2161,8,0.8,0.97,1.0129,0.2,0.0,0.0,2.0,0.7,2.4,LJUBLJANA,2005
2005-12-01,2162,8,0.7,0.88,1.0162,0.22,0.02,0.0,1.0,0.4,2.2,LJUBLJANA,2005
2005-12-02,2163,7,0.7,0.9,1.0139,0.42,0.21,1.7,2.5,-1.4,5.5,LJUBLJANA,2005
2005-12-03,2164,8,0.8,0.99,1.0085,0.17,1.33,0.0,3.8,2.5,5.0,LJUBLJANA,2005
2005-12-04,2165,8,0.6,0.99,1.0128,0.3,1.41,0.2,2.5,1.8,4.2,LJUBLJANA,2005
2005-12-05,2166,8,1.2,0.99,1.0054,0.09,2.49,0.0,4.0,2.2,5.0,LJUBLJANA,2005
2005-12-06,2167,8,0.7,0.97,1.0033,0.23,0.29,0.0,3.7,3.1,4.4,LJUBLJANA,2005
2005-12-07,2168,8,0.4,0.99,1.0151,0.18,0.01,0.0,1.4,0.6,3.4,LJUBLJANA,2005
2005-12-08,2169,8,0.7,0.98,1.0227,0.2,0.0,0.0,-1.0,-1.4,0.6,LJUBLJANA,2005
2005-12-09,2170,4,0.5,0.94,1.0309,0.48,0.0,3.5,-0.4,-1.8,3.1,LJUBLJANA,2005
2005-12-10,2171,4,2.9,0.62,1.0379,0.46,0.0,2.8,1.5,-1.7,3.3,LJUBLJANA,2005
2005-12-11,2172,1,2.8,0.63,1.0382,0.75,0.0,7.6,-0.8,-2.2,2.8,LJUBLJANA,2005
2005-12-12,2173,8,0.7,0.86,1.0321,0.18,0.27,0.0,-1.5,-4.5,0.1,LJUBLJANA,2005
2005-12-13,2174,8,0.6,0.94,1.0297,0.18,0.04,0.0,0.5,-1.2,1.1,LJUBLJANA,2005
2005-12-14,2175,7,0.6,0.91,1.0235,0.13,0.0,0.0,0.7,0.3,1.8,LJUBLJANA,2005
